,disease,link,overview,symptoms,remedies
107,Ureteral cancer,https://www.mayoclinic.org/diseases-conditions/ureteral-cancer/symptoms-causes/syc-20360721,"Cancer of the ureter (ureteral cancer) is an abnormal growth of cells on the inside lining of the tubes (ureters) that connect your kidneys to your bladder. Ureters are part of the urinary tract, and they carry urine produced by the kidneys to the bladder.","['Blood in urine', 'Back pain', 'Pain when urinating', 'Losing weight without trying', 'Fatigue']",[]
108,Ureteral obstruction,https://www.mayoclinic.org/diseases-conditions/ureteral-obstruction/symptoms-causes/syc-20354676,"A ureteral obstruction is a blockage in one or both of the tubes (ureters) that carry urine from the kidneys to the bladder. Ureteral obstruction can be cured. However, if it's not treated, symptoms can quickly move from mild — pain, fever and infection — to severe — loss of kidney function, sepsis and death.","['Pain', 'Changes in how much urine you produce (urine output)', 'Difficulty urinating', 'Blood in the urine', 'Urinary tract infections', 'High blood pressure (hypertension)']",[]
109,Urethral stricture,https://www.mayoclinic.org/diseases-conditions/urethral-stricture/symptoms-causes/syc-20362330,"A urethral (u-REE-thrul) stricture involves scarring that narrows the tube that carries urine out of your body (urethra). A stricture restricts the flow of urine from the bladder and can cause a variety of medical problems in the urinary tract, including inflammation or infection.","['Decreased urine stream', 'Incomplete bladder emptying', 'Spraying of the urine stream', 'Difficulty, straining or pain when urinating', 'Increased urge to urinate or more-frequent urination', 'Urinary tract infection']",[]
110,Urinary incontinence,https://www.mayoclinic.org/diseases-conditions/urinary-incontinence/symptoms-causes/syc-20352808,Urinary incontinence — the loss of bladder control — is a common and often embarrassing problem. The severity ranges from occasionally leaking urine when you cough or sneeze to having an urge to urinate that's so sudden and strong you don't get to a toilet in time.,"['Stress incontinence. Urine leaks when you exert pressure on your bladder by coughing, sneezing, laughing, exercising or lifting something heavy.', 'Urge incontinence. You have a sudden, intense urge to urinate followed by an involuntary loss of urine. You may need to urinate often, including throughout the night. Urge incontinence may be caused by a minor condition, such as infection, or a more severe condition such as a neurological disorder or diabetes.', ""Overflow incontinence. You experience frequent or constant dribbling of urine due to a bladder that doesn't empty completely."", 'Functional incontinence. A physical or mental impairment keeps you from making it to the toilet in time. For example, if you have severe arthritis, you may not be able to unbutton your pants quickly enough.', 'Mixed incontinence. You experience more than one type of urinary incontinence — most often this refers to a combination of stress incontinence and urge incontinence.']","['Use a washcloth to clean yourself.', 'Allow your skin to air-dry.', ""Avoid frequent washing and douching because these can overwhelm your body's natural defenses against bladder infections."", 'Consider using a barrier cream, such as petroleum jelly or cocoa butter, to protect your skin from urine.', 'Ask your doctor about special cleansers made to remove urine that may be less drying than other products.']"
111,"Urinary tract infection, also known as
Urinary tract infection (UTI)",https://www.mayoclinic.org/diseases-conditions/urinary-tract-infection/symptoms-causes/syc-20353447,"A urinary tract infection (UTI) is an infection in any part of the urinary system. The urinary system includes the kidneys, ureters, bladder and urethra. Most infections involve the lower urinary tract — the bladder and the urethra.","[""A strong urge to urinate that doesn't go away"", 'A burning feeling when urinating', 'Urinating often, and passing small amounts of urine', 'Urine that looks cloudy', 'Urine that appears red, bright pink or cola-colored — signs of blood in the urine', 'Strong-smelling urine', 'Pelvic pain, in women — especially in the center of the pelvis and around the area of the pubic bone']","['Drink plenty of water. Water helps to dilute your urine and flush out bacteria.', 'Avoid drinks that may irritate your bladder. Avoid coffee, alcohol, and soft drinks containing citrus juices or caffeine until the infection has cleared. They can irritate your bladder and tend to increase the need to urinate.', 'Use a heating pad. Apply a warm, but not hot, heating pad to your belly to help with bladder pressure or discomfort.']"
112,Urinary tract infection (UTI),https://www.mayoclinic.org/diseases-conditions/urinary-tract-infection/symptoms-causes/syc-20353447,"A urinary tract infection (UTI) is an infection in any part of the urinary system. The urinary system includes the kidneys, ureters, bladder and urethra. Most infections involve the lower urinary tract — the bladder and the urethra.","[""A strong urge to urinate that doesn't go away"", 'A burning feeling when urinating', 'Urinating often, and passing small amounts of urine', 'Urine that looks cloudy', 'Urine that appears red, bright pink or cola-colored — signs of blood in the urine', 'Strong-smelling urine', 'Pelvic pain, in women — especially in the center of the pelvis and around the area of the pubic bone']","['Drink plenty of water. Water helps to dilute your urine and flush out bacteria.', 'Avoid drinks that may irritate your bladder. Avoid coffee, alcohol, and soft drinks containing citrus juices or caffeine until the infection has cleared. They can irritate your bladder and tend to increase the need to urinate.', 'Use a heating pad. Apply a warm, but not hot, heating pad to your belly to help with bladder pressure or discomfort.']"
113,Urine color,https://www.mayoclinic.org/diseases-conditions/urine-color/symptoms-causes/syc-20367333,Normal urine color ranges from pale yellow to deep amber — the result of a pigment called urochrome and how diluted or concentrated the urine is.,"['Visible blood in your urine. Bloody urine is common in urinary tract infections and kidney stones. These problems usually cause pain. Painless bleeding might signal a more-serious problem, such as cancer.', 'Dark or orange urine. If your urine is dark or orange — particularly if you also have pale stools and yellow skin and eyes — your liver might be malfunctioning.']","['Your symptoms and when they began', ""Key medical information, including other conditions for which you're being treated, and family history of bladder or kidney diseases"", 'All medications, vitamins and other supplements you take, including doses', 'Questions to ask your doctor']"
114,"Urine, blood in, also known as
Blood in urine (hematuria)",https://www.mayoclinic.org/diseases-conditions/blood-in-urine/symptoms-causes/syc-20353432,"Seeing blood in your urine can be alarming. While in many instances the cause is harmless, blood in urine (hematuria) can indicate a serious disorder.","['Urinary tract infections. These occur when bacteria enter your body through the urethra and multiply in your bladder. Symptoms can include a persistent urge to urinate, pain and burning with urination, and extremely strong-smelling urine.\nFor some people, especially older adults, the only sign of illness might be microscopic blood in the urine.', 'Kidney infections (pyelonephritis). These can occur when bacteria enter your kidneys from your bloodstream or move from your ureters to your kidney(s). Signs and symptoms are often similar to bladder infections, though kidney infections are more likely to cause a fever and flank pain.', ""A bladder or kidney stone. The minerals in concentrated urine sometimes form crystals on the walls of your kidneys or bladder. Over time, the crystals can become small, hard stones.\nThe stones are generally painless, so you probably won't know you have them unless they cause a blockage or are being passed. Then there's usually no mistaking the symptoms — kidney stones, especially, can cause excruciating pain. Bladder or kidney stones can also cause both gross and microscopic bleeding."", 'Enlarged prostate. The prostate gland — which is just below the bladder and surrounding the top part of the urethra — often enlarges as men approach middle age. It then compresses the urethra, partially blocking urine flow. Signs and symptoms of an enlarged prostate (benign prostatic hyperplasia, or BPH) include difficulty urinating, an urgent or persistent need to urinate, and either visible or microscopic blood in the urine. Infection of the prostate (prostatitis) can cause the same signs and symptoms.', ""Kidney disease. Microscopic urinary bleeding is a common symptom of glomerulonephritis, an inflammation of the kidneys' filtering system. Glomerulonephritis may be part of a systemic disease, such as diabetes, or it can occur on its own. Viral or strep infections, blood vessel diseases (vasculitis), and immune problems such as IgA nephropathy, which affects the small capillaries that filter blood in the kidneys (glomeruli), can trigger glomerulonephritis."", 'Cancer. Visible urinary bleeding may be a sign of advanced kidney, bladder or prostate cancer. Unfortunately, you might not have signs or symptoms in the early stages, when these cancers are more treatable.', 'Inherited disorders. Sickle cell anemia — a hereditary defect of hemoglobin in red blood cells — causes blood in urine, both visible and microscopic hematuria. So can Alport syndrome, which affects the filtering membranes in the glomeruli of the kidneys.', 'Kidney injury. A blow or other injury to your kidneys from an accident or contact sports can cause visible blood in your urine.', 'Medications. The anti-cancer drug cyclophosphamide and penicillin can cause urinary bleeding. Visible urinary blood sometimes occurs if you take an anticoagulant, such as aspirin and the blood thinner heparin, and you also have a condition that causes your bladder to bleed.', ""Strenuous exercise. It's rare for strenuous exercise to lead to gross hematuria, and the cause is unknown. It may be linked to trauma to the bladder, dehydration or the breakdown of red blood cells that occurs with sustained aerobic exercise.\nRunners are most often affected, although anyone can develop visible urinary bleeding after an intense workout. If you see blood in your urine after exercise, don't assume it's from exercising. See your doctor.""]",[]
115,"Urticaria, also known as
Hives and angioedema",https://www.mayoclinic.org/diseases-conditions/hives-and-angioedema/symptoms-causes/syc-20354908,"Hives — also known as urticaria (ur-tih-KAR-e-uh) — is a skin reaction that causes itchy welts that range in size from small spots to large blotches. Hives can be triggered by many situations and substances, including certain foods and medications.","['Skin-colored, reddish on white skin, or purplish on black and brown skin', 'Itchy, ranging from mild to intense', 'Round, oval or worm-shaped', 'As small as a pea or as large as a dinner plate']","['Avoid triggers. These can include foods, medications, pollen, pet dander, latex and insect stings. If you think a medication caused your rash, stop using it and contact your primary care provider. Some studies suggest that stress or fatigue can trigger hives.', ""Use an anti-itch drug available without a prescription. A nonprescription oral antihistamine, such as loratadine (Alavert, Claritin, others), cetirizine (Zyrtec Allergy, others) or diphenhydramine (Benadryl Allergy, others), may help relieve itching. Consider whether you might prefer a type that doesn't cause drowsiness. Ask your pharmacist about options."", 'Apply cold. Covering the affected area with a cold washcloth or rubbing an ice cube over it for a few minutes can help soothe the skin and prevent scratching.', ""Take a comfortably cool bath. Find relief from itching in a cool shower or bath. Some people may also benefit from bathing in cool water sprinkled with baking soda or oatmeal powder (Aveeno, others), but this isn't a solution for long-term control of chronic itching."", ""Wear loose, smooth-textured cotton clothing. Avoid wearing clothing that's rough, tight, scratchy or made from wool."", 'Protect your skin from the sun. Apply sunscreen liberally about a half hour before going outdoors. When outdoors, seek shade to help relieve discomfort.']"
116,"Urticaria, also known as
Chronic hives",https://www.mayoclinic.org/diseases-conditions/chronic-hives/symptoms-causes/syc-20352719,"Hives — also called urticaria (ur-tih-KAR-e-uh) — is a skin reaction that causes itchy welts. Chronic hives are welts that last for more than six weeks and return often over months or years. Often, the cause of chronic hives isn't clear.","['Batches of welts (wheals) that can arise anywhere on the body', 'Welts that might be red, purple or skin-colored, depending on your skin color', 'Welts that vary in size, change shape, and appear and fade repeatedly', 'Itchiness (pruritus), which can be intense', 'Painful swelling (angioedema) around the eyes, cheeks or lips', 'Flares triggered by heat, exercise or stress', 'Symptoms that persist for more than six weeks and recur often and anytime, sometimes for months or years']","['Avoid triggers. These can include foods, medications, pollen, pet dander, latex and insect stings. If you think a medication caused your welts, stop using it and contact your primary care provider. Some studies suggest that stress or fatigue can trigger hives.', ""Use a nonprescription anti-itch drug. A nonprescription anti-itch (antihistamine) pill that doesn't cause drowsiness may help ease itching. Examples include loratadine (Alavert, Claritin, others) and cetirizine (Zyrtec Allergy)."", 'Apply cold. Soothe the skin by covering the itchy area with a cold washcloth or rubbing an ice cube over it for a few minutes.', 'Take a comfortably cool shower or bath. Some people might relieve itching in the short term by taking a cool shower or bath. Try sprinkling the bath water with baking soda or oatmeal powder (Aveeno, others).', 'Apply an anti-itch cream or lotion. Try a cream with menthol for a soothing effect.', ""Wear loose, smooth-textured cotton clothing. Avoid wearing clothing that's rough, tight, scratchy or made from wool."", 'Protect your skin from the sun. Liberally apply sunscreen about a half hour before going outdoors. When outdoors, seek shade to help relieve discomfort.', 'Track your symptoms. Keep a diary of when and where hives occur, what you were doing, what you were eating, and so on. This may help you and your health care provider identify triggers.']"
117,"Uterine cancer, also known as
Endometrial cancer",https://www.mayoclinic.org/diseases-conditions/endometrial-cancer/symptoms-causes/syc-20352461,"Endometrial cancer is a type of cancer that begins in the uterus. The uterus is the hollow, pear-shaped pelvic organ where fetal development occurs.","['Vaginal bleeding after menopause', 'Bleeding between periods', 'Pelvic pain']",[]
118,Uterine fibroids,https://www.mayoclinic.org/diseases-conditions/uterine-fibroids/symptoms-causes/syc-20354288,"Uterine fibroids are noncancerous growths of the uterus that often appear during childbearing years. Also called leiomyomas (lie-o-my-O-muhs) or myomas, uterine fibroids aren't associated with an increased risk of uterine cancer and almost never develop into cancer.","['Heavy menstrual bleeding', 'Menstrual periods lasting more than a week', 'Pelvic pressure or pain', 'Frequent urination', 'Difficulty emptying the bladder', 'Constipation', 'Backache or leg pains']",[]
119,"Uterine leiomyoma, also known as
Uterine fibroids",https://www.mayoclinic.org/diseases-conditions/uterine-fibroids/symptoms-causes/syc-20354288,"Uterine fibroids are noncancerous growths of the uterus that often appear during childbearing years. Also called leiomyomas (lie-o-my-O-muhs) or myomas, uterine fibroids aren't associated with an increased risk of uterine cancer and almost never develop into cancer.","['Heavy menstrual bleeding', 'Menstrual periods lasting more than a week', 'Pelvic pressure or pain', 'Frequent urination', 'Difficulty emptying the bladder', 'Constipation', 'Backache or leg pains']",[]
120,"Uterine myoma, also known as
Uterine fibroids",https://www.mayoclinic.org/diseases-conditions/uterine-fibroids/symptoms-causes/syc-20354288,"Uterine fibroids are noncancerous growths of the uterus that often appear during childbearing years. Also called leiomyomas (lie-o-my-O-muhs) or myomas, uterine fibroids aren't associated with an increased risk of uterine cancer and almost never develop into cancer.","['Heavy menstrual bleeding', 'Menstrual periods lasting more than a week', 'Pelvic pressure or pain', 'Frequent urination', 'Difficulty emptying the bladder', 'Constipation', 'Backache or leg pains']",[]
121,Uterine polyps,https://www.mayoclinic.org/diseases-conditions/uterine-polyps/symptoms-causes/syc-20378709,"Uterine polyps are growths attached to the inner wall of the uterus that extend into the uterine cavity. Overgrowth of cells in the lining of the uterus (endometrium) leads to the formation of uterine polyps, also known as endometrial polyps. These polyps are usually noncancerous (benign), although some can be cancerous or can eventually turn into cancer (precancerous polyps).","['Irregular menstrual bleeding — for example, having frequent, unpredictable periods of variable length and heaviness', 'Bleeding between menstrual periods', 'Excessively heavy menstrual periods', 'Vaginal bleeding after menopause', 'Infertility']",[]
122,Uterine prolapse,https://www.mayoclinic.org/diseases-conditions/uterine-prolapse/symptoms-causes/syc-20353458,"Uterine prolapse occurs when pelvic floor muscles and ligaments stretch and weaken until they no longer provide enough support for the uterus. As a result, the uterus slips down into or protrudes out of the vagina.","['Seeing or feeling tissue bulge out of the vagina', 'Feeling heaviness or pulling in the pelvis', ""Feeling like the bladder doesn't empty all the way when you use the bathroom"", 'Problems with leaking urine, also called incontinence', 'Trouble having a bowel movement and needing to press the vagina with your fingers to help have a bowel movement', ""Feeling as if you're sitting on a small ball"", 'Feeling as if you have vaginal tissue rubbing on clothing', 'Pressure or discomfort in the pelvis or low back', 'Sexual concerns, such as feeling as though the vaginal tissue is loose']","['Strengthen the muscles that support pelvic structures', 'Eat high-fiber foods and drink lots of fluids to avoid constipation', 'Avoid bearing down during bowel movements', 'Avoid heavy lifting', 'Control coughing', ""Lose weight if you're overweight"", 'Quit smoking']"
123,"Uterus didelphys, also known as
Double uterus",https://www.mayoclinic.org/diseases-conditions/double-uterus/symptoms-causes/syc-20352261,"A double uterus is a rare congenital abnormality. In a female fetus, the uterus starts out as two small tubes. As the fetus develops, the tubes normally join to create one larger, hollow organ — the uterus.","['Infertility', 'Miscarriage', 'Premature birth', 'Kidney problems']",[]
124,Uveitis,https://www.mayoclinic.org/diseases-conditions/uveitis/symptoms-causes/syc-20378734,Uveitis is a form of eye inflammation. It affects the middle layer of tissue in the eye wall (uvea).,"['Eye redness', 'Eye pain', 'Light sensitivity', 'Blurred vision', 'Dark, floating spots in your field of vision (floaters)', 'Decreased vision']",[]
125,Vaginal agenesis,https://www.mayoclinic.org/diseases-conditions/vaginal-agenesis/symptoms-causes/syc-20355737,"Vaginal agenesis (a-JEN-uh-sis) is a rare disorder in which the vagina doesn't develop, and the womb (uterus) may only develop partially or not at all. This condition is present before birth and may also be associated with kidney or skeletal problems.","['The genitals look like a typical female.', 'The vagina may be shortened without a cervix at the end, or absent and marked only by a slight indentation where a vaginal opening would typically be located.', ""There may be no uterus or one that's only partially developed. If there's tissue lining the uterus (endometrium), monthly cramping or chronic abdominal pain may occur."", 'The ovaries typically are fully developed and functional, but they may be in an unusual location in the abdomen. Sometimes the pair of tubes that eggs travel through to get from the ovaries to the uterus (fallopian tubes) are absent or do not develop typically.']",[]
126,Vaginal atrophy,https://www.mayoclinic.org/diseases-conditions/vaginal-atrophy/symptoms-causes/syc-20352288,"Vaginal atrophy (atrophic vaginitis) is thinning, drying and inflammation of the vaginal walls that may occur when your body has less estrogen. Vaginal atrophy occurs most often after menopause.","['Vaginal dryness', 'Vaginal burning', 'Vaginal discharge', 'Genital itching', 'Burning with urination', 'Urgency with urination', 'Frequent urination', 'Recurrent urinary tract infections', 'Urinary incontinence', 'Light bleeding after intercourse', 'Discomfort with intercourse', 'Decreased vaginal lubrication during sexual activity', 'Shortening and tightening of the vaginal canal']","['Try an over-the-counter moisturizer. Examples include K-Y Liquibeads, Replens and Sliquid. This can restore some moisture to your vaginal area.', 'Use an over-the-counter water-based lubricant. A lubricant can reduce discomfort during intercourse. Examples include Astroglide, K-Y Jelly and Sliquid.', 'Allow time to become aroused during intercourse. The vaginal lubrication that results from sexual arousal can help reduce symptoms of dryness or burning.']"
127,Vaginal cancer,https://www.mayoclinic.org/diseases-conditions/vaginal-cancer/symptoms-causes/syc-20352447,"Vaginal cancer is a rare cancer that occurs in your vagina — the muscular tube that connects your uterus with your outer genitals. Vaginal cancer most commonly occurs in the cells that line the surface of your vagina, which is sometimes called the birth canal.","['Unusual vaginal bleeding, for example, after intercourse or after menopause', 'Watery vaginal discharge', 'A lump or mass in your vagina', 'Painful urination', 'Frequent urination', 'Constipation', 'Pelvic pain']",[]
128,"Vaginal candidiasis, also known as
Yeast infection (vaginal)",https://www.mayoclinic.org/diseases-conditions/yeast-infection/symptoms-causes/syc-20378999,"A vaginal yeast infection is a fungal infection that causes irritation, discharge and intense itchiness of the vagina and the vulva — the tissues at the vaginal opening.","['Itching and irritation in the vagina and vulva', 'A burning sensation, especially during intercourse or while urinating', 'Redness and swelling of the vulva', 'Vaginal pain and soreness', 'Vaginal rash', 'Thick, white, odor-free vaginal discharge with a cottage cheese appearance', 'Watery vaginal discharge']",[]
129,Vaginal fistula,https://www.mayoclinic.org/diseases-conditions/vaginal-fistulas/symptoms-causes/syc-20355762,"A vaginal fistula is an unusual opening that develops between the vagina and another organ, such as the bladder, colon or rectum. Your health care provider might describe a vaginal fistula as a hole in the vagina that allows urine, gas or stool to pass through the vagina.",[],[]
130,"Vaginal prolapse, posterior, also known as
Posterior vaginal prolapse (rectocele)",https://www.mayoclinic.org/diseases-conditions/rectocele/symptoms-causes/syc-20353414,A posterior vaginal prolapse is a bulge of tissue into the vagina. It happens when the tissue between the rectum and the vagina weakens or tears. This causes the rectum to push into the vaginal wall. Posterior vaginal prolapse is also called a rectocele (REK-toe-seel).,"['A soft bulge of tissue in the vagina that might come through the opening of the vagina', 'Trouble having a bowel movement', 'Feeling pressure or fullness in the rectum', 'A feeling that the rectum has not completely emptied after a bowel movement', 'Sexual concerns, such as feeling embarrassed or sensing looseness in the tone of the vaginal tissue']","['Perform Kegel exercises to strengthen pelvic muscles', 'Avoid constipation by eating high-fiber foods, drinking plenty of fluids and, if needed, taking a fiber supplement', 'Avoid bearing down during bowel movements', 'Avoid heavy lifting', 'Control coughing', 'Achieve and maintain a healthy weight']"
131,Vaginitis,https://www.mayoclinic.org/diseases-conditions/vaginitis/symptoms-causes/syc-20354707,"Vaginitis is an inflammation of the vagina that can result in discharge, itching and pain. The cause is usually a change in the balance of vaginal bacteria or an infection. Reduced estrogen levels after menopause and some skin disorders also can cause vaginitis.","['Change in color, odor or amount of discharge from your vagina', 'Vaginal itching or irritation', 'Pain during sex', 'Painful urination', 'Light vaginal bleeding or spotting']","[""Use a medication specifically for yeast infections that you can get without a prescription. Options include one-day, three-day or seven-day courses of cream or vaginal suppositories. The active ingredient varies, depending on the product: clotrimazole, miconazole (Monistat 1) or tioconazole (Vagistat).\nSome products also come with an external cream to apply to the labia and opening of the vagina. Follow package directions and complete the entire course of treatment, even if you're feeling better right away."", 'Apply a cold compress, such as a washcloth, to the labial area to ease discomfort until the antifungal medication takes full effect.']"
132,Valley fever,https://www.mayoclinic.org/diseases-conditions/valley-fever/symptoms-causes/syc-20378761,"Valley fever is a fungal infection caused by coccidioides (kok-sid-e-OY-deze) organisms. It can cause signs and symptoms such as a fever, cough and tiredness.","['Fever', 'Cough', 'Tiredness', 'Shortness of breath', 'Headache', 'Chills', 'Night sweats', 'Joint aches and muscle soreness', 'Red, spotty rash, mainly on lower legs but sometimes on the chest, arms and back']",[]
133,"Valvular heart disease, also known as
Heart valve disease",https://www.mayoclinic.org/diseases-conditions/heart-valve-disease/symptoms-causes/syc-20353727,"In heart valve disease, one or more of the valves in your heart doesn't work properly.","['Whooshing sound (heart murmur) when a doctor is listening to the heart with a stethoscope', 'Chest pain', 'Abdominal swelling (more common with advanced tricuspid regurgitation)', 'Fatigue', 'Shortness of breath, particularly when active or lying down', 'Swelling of your ankles and feet', 'Dizziness', 'Fainting', 'Irregular heartbeat']","['Eating a heart-healthy diet. Eat a variety of fruits and vegetables, low-fat or fat-free dairy products, poultry, fish, and whole grains. Avoid saturated and trans fats and excess salt and sugar.', ""Maintaining a healthy weight. Aim to keep a healthy weight. If you're overweight or obese, your doctor may recommend losing weight."", 'Getting regular physical activity. Aim to include about 30 minutes of physical activity, such as brisk walks, in your daily fitness routine.', 'Managing stress. Try relaxation activities, such as meditation and deep breathing; stay physically active; and spend time with family and friends.', 'Avoiding tobacco. If you smoke, quit. Ask your doctor about resources to help you quit smoking. Joining a support group may be helpful.']"
134,"Variant CJD, also known as
Creutzfeldt-Jakob disease",https://www.mayoclinic.org/diseases-conditions/creutzfeldt-jakob-disease/symptoms-causes/syc-20371226,"Creutzfeldt-Jakob (KROITS-felt YAH-kobe) disease (CJD) is a degenerative brain disorder that leads to dementia and, ultimately, death. Creutzfeldt-Jakob disease symptoms can be similar to those of other dementia-like brain disorders, such as Alzheimer's disease. But Creutzfeldt-Jakob disease usually progresses much more rapidly.","['Personality changes', 'Memory loss', 'Impaired thinking', 'Blurred vision or blindness', 'Insomnia', 'Incoordination', 'Difficulty speaking', 'Difficulty swallowing', 'Sudden, jerky movements']",[]
135,"Varicella, also known as
Chickenpox",https://www.mayoclinic.org/diseases-conditions/chickenpox/symptoms-causes/syc-20351282,"Chickenpox is an infection caused by the varicella-zoster virus. It causes an itchy rash with small, fluid-filled blisters. Chickenpox is highly contagious to people who haven't had the disease or been vaccinated against it. Today, a vaccine is available that protects children against chickenpox. Routine vaccination is recommended by the U.S. Centers for Disease Control and Prevention (CDC).","['Fever', 'Loss of appetite', 'Headache', 'Tiredness and a general feeling of being unwell (malaise)']","['Put gloves on his or her hands, especially at night', 'Trim his or her fingernails']"
136,"Varices, esophageal, also known as
Esophageal varices",https://www.mayoclinic.org/diseases-conditions/esophageal-varices/symptoms-causes/syc-20351538,"Esophageal varices are abnormal, enlarged veins in the tube that connects the throat and stomach (esophagus). This condition occurs most often in people with serious liver diseases.","['Vomiting large amounts of blood', 'Black, tarry or bloody stools', 'Lightheadedness', 'Loss of consciousness in severe cases']",[]
137,Varicocele,https://www.mayoclinic.org/diseases-conditions/varicocele/symptoms-causes/syc-20378771,A varicocele (VAR-ih-koe-seel) is an enlargement of the veins within the loose bag of skin that holds the testicles (scrotum). These veins transport oxygen-depleted blood from the testicles. A varicocele occurs when blood pools in the veins rather than circulating efficiently out of the scrotum.,"['Pain. A dull, aching pain or discomfort is more likely when standing or late in the day. Lying down often relieves pain.', 'A mass in the scrotum. If a varicocele is large enough, a mass like a ""bag of worms"" may be visible above the testicle. A smaller varicocele may be too small to see but noticeable by touch.', 'Differently sized testicles. The affected testicle may be noticeably smaller than the other testicle.', 'Infertility. A varicocele may lead to difficulty fathering a child, but not all varicoceles cause infertility.']","['Take nonprescription pain medicine, such as acetaminophen (Tylenol, others) or ibuprofen (Advil, Motrin IB, others).', 'Support the scrotum by wearing an athletic supporter or snug briefs.']"
138,Varicose veins,https://www.mayoclinic.org/diseases-conditions/varicose-veins/symptoms-causes/syc-20350643,"Varicose veins are twisted, enlarged veins. Any vein that is close to the skin's surface (superficial) can become varicosed. Varicose veins most commonly affect the veins in the legs. That's because standing and walking increase the pressure in the veins of the lower body.","['Veins that are dark purple or blue', 'Veins that appear twisted and bulging, often appearing like cords on the legs']","['Exercise. Get moving. Walking is a great way to encourage blood flow in the legs. Your health care provider can recommend an appropriate activity level for you.', 'Manage weight. Shedding excess pounds takes unnecessary pressure off the veins.', 'Avoid salt. Follow a low-salt diet to prevent swelling caused from water retention.', 'Choose proper footwear. Avoid high heels. Low-heeled shoes work calf muscles more, which is better for your veins.', ""Avoid tight clothing. Don't wear tight clothes around your waist, legs or groin because these garments can reduce blood flow."", 'Raise the legs. To improve the blood flow in the legs, take several short breaks daily to raise the legs above the level of the heart. For example, lie down with the legs resting on three or four pillows.', 'Avoid long periods of sitting or standing. Change your position frequently to encourage blood flow.']"
139,"Variola, also known as
Smallpox",https://www.mayoclinic.org/diseases-conditions/smallpox/symptoms-causes/syc-20353027,"Smallpox is a serious and often deadly viral infection. It's contagious — meaning it spreads from person to person — and can cause permanent scarring. Sometimes, it causes disfigurement.","['Fever', 'Muscle aches', 'Headache', 'Severe fatigue', 'Severe back pain', 'Vomiting, sometimes']",[]
140,Vascular dementia,https://www.mayoclinic.org/diseases-conditions/vascular-dementia/symptoms-causes/syc-20378793,"Vascular dementia is a general term describing problems with reasoning, planning, judgment, memory and other thought processes caused by brain damage from impaired blood flow to your brain.","['Confusion', 'Trouble paying attention and concentrating', 'Reduced ability to organize thoughts or actions', 'Decline in ability to analyze a situation, develop an effective plan and communicate that plan to others', 'Slowed thinking', 'Difficulty with organization', 'Difficulty deciding what to do next', 'Problems with memory', 'Restlessness and agitation', 'Unsteady gait', 'Sudden or frequent urge to urinate or inability to control passing urine', 'Depression or apathy']","['Participate in regular physical activity', 'Eat healthy', 'Try to maintain a normal weight', 'Engage in social activities', 'Challenge your brain with games, puzzles and new activities, such as an art class or listening to new music', 'Limit how much alcohol you drink']"
141,Vascular rings,https://www.mayoclinic.org/diseases-conditions/vascular-rings/cdc-20389579,,[],"['Any signs and symptoms your child is having, including any that may seem unrelated to heart problems.', 'When each symptom began.', ""All medications, vitamins or supplements that the child's birth mother took during pregnancy. Include herbs and supplements and any medicines bought without a prescription."", 'Any medical conditions the birth mother of the child has or had.', 'Whether or not the birth mother drank alcohol during pregnancy.']"
142,Vasculitis,https://www.mayoclinic.org/diseases-conditions/vasculitis/symptoms-causes/syc-20363435,"Vasculitis involves inflammation of the blood vessels. The inflammation can cause the walls of the blood vessels to thicken, which reduces the width of the passageway through the vessel. If blood flow is restricted, it can result in organ and tissue damage.","['Fever', 'Headache', 'Fatigue', 'Weight loss', 'General aches and pains']",[]
143,"Vasomotor rhinitis, also known as
Nonallergic rhinitis",https://www.mayoclinic.org/diseases-conditions/nonallergic-rhinitis/symptoms-causes/syc-20351229,"Nonallergic rhinitis involves chronic sneezing or a congested, drippy nose with no apparent cause. Nonallergic rhinitis symptoms are similar to those of hay fever (allergic rhinitis), but with none of the usual evidence of an allergic reaction.","['Stuffy or runny nose', 'Sneezing', 'Mucus in the throat', 'Cough']","[""Rinse your nasal passages. Use a specially designed squeeze bottle — such as the one included in saline kits — a bulb syringe or a neti pot to irrigate your nasal passages. This home remedy, called nasal lavage, can help keep your nose free of irritants. When used daily, this is one of the most effective treatments for nonallergic rhinitis.\nTo prevent infection, use water that's distilled, sterile, previously boiled and cooled, or filtered using a filter with an absolute pore size of 1 micron or smaller to make up the irrigation solution. Also be sure to rinse the irrigation device after each use with similarly distilled, sterile, previously boiled and cooled, or filtered water and leave open to air-dry."", 'Blow your nose. Regularly and gently blow your nose if mucus or irritants are present.', ""Humidify. If the air in your home or office is dry, set up a humidifier in your work or sleep location. Be sure to regularly clean the humidifier according to the manufacturer's instructions. You can also breathe in the steam from a warm shower to help loosen the mucus in your nose and clear your head of stuffiness."", 'Drink liquids. Drinking plenty of liquids, including water, juice and caffeine-free tea, can help loosen the mucus in your nose. Avoid caffeinated beverages.']"
