name,link
"Lassa fever, also known as
Viral hemorrhagic fevers",https://www.mayoclinic.org/diseases-conditions/viral-hemorrhagic-fevers/symptoms-causes/syc-20351260
"Lateral elbow tendinopathy, also known as
Tennis elbow",https://www.mayoclinic.org/diseases-conditions/tennis-elbow/symptoms-causes/syc-20351987
"Lateral epicondylitis, also known as
Tennis elbow",https://www.mayoclinic.org/diseases-conditions/tennis-elbow/symptoms-causes/syc-20351987
"Lateral epicondylosis, also known as
Tennis elbow",https://www.mayoclinic.org/diseases-conditions/tennis-elbow/symptoms-causes/syc-20351987
Latex allergy,https://www.mayoclinic.org/diseases-conditions/latex-allergy/symptoms-causes/syc-20374287
Lazy eye (amblyopia),https://www.mayoclinic.org/diseases-conditions/lazy-eye/symptoms-causes/syc-20352391
"LCIS, also known as
Lobular carcinoma in situ (LCIS)",https://www.mayoclinic.org/diseases-conditions/lobular-carcinoma-in-situ/symptoms-causes/syc-20374529
Lead poisoning,https://www.mayoclinic.org/diseases-conditions/lead-poisoning/symptoms-causes/syc-20354717
Left ventricular hypertrophy,https://www.mayoclinic.org/diseases-conditions/left-ventricular-hypertrophy/symptoms-causes/syc-20374314
"Leg fracture, also known as
Broken leg",https://www.mayoclinic.org/diseases-conditions/broken-leg/symptoms-causes/syc-20370412
Legg-Calve-Perthes disease,https://www.mayoclinic.org/diseases-conditions/legg-calve-perthes-disease/symptoms-causes/syc-20374343
"Legionellosis, also known as
Legionnaires' disease",https://www.mayoclinic.org/diseases-conditions/legionnaires-disease/symptoms-causes/syc-20351747
Legionnaires' disease,https://www.mayoclinic.org/diseases-conditions/legionnaires-disease/symptoms-causes/syc-20351747
Leiomyosarcoma,https://www.mayoclinic.org/diseases-conditions/leiomyosarcoma/cdc-20387733
"Lentigines, solar, also known as
Age spots (liver spots)",https://www.mayoclinic.org/diseases-conditions/age-spots/symptoms-causes/syc-20355859
Leukemia,https://www.mayoclinic.org/diseases-conditions/leukemia/symptoms-causes/syc-20374373
"Leukemia, acute lymphocytic, also known as
Acute lymphocytic leukemia",https://www.mayoclinic.org/diseases-conditions/acute-lymphocytic-leukemia/symptoms-causes/syc-20369077
"Leukemia, acute myelogenous, also known as
Acute myelogenous leukemia",https://www.mayoclinic.org/diseases-conditions/acute-myelogenous-leukemia/symptoms-causes/syc-20369109
"Leukemia, chronic lymphocytic, also known as
Chronic lymphocytic leukemia",https://www.mayoclinic.org/diseases-conditions/chronic-lymphocytic-leukemia/symptoms-causes/syc-20352428
"Leukemia, chronic myelogenous, also known as
Chronic myelogenous leukemia",https://www.mayoclinic.org/diseases-conditions/chronic-myelogenous-leukemia/symptoms-causes/syc-20352417
"Leukemia, general, also known as
Leukemia",https://www.mayoclinic.org/diseases-conditions/leukemia/symptoms-causes/syc-20374373
"Leukemia, hairy cell, also known as
Hairy cell leukemia",https://www.mayoclinic.org/diseases-conditions/hairy-cell-leukemia/symptoms-causes/syc-20372956
Leukoplakia,https://www.mayoclinic.org/diseases-conditions/leukoplakia/symptoms-causes/syc-20354405
Lewy body dementia,https://www.mayoclinic.org/diseases-conditions/lewy-body-dementia/symptoms-causes/syc-20352025
Lice,https://www.mayoclinic.org/diseases-conditions/lice/symptoms-causes/syc-20374399
"Lice, body, also known as
Body lice",https://www.mayoclinic.org/diseases-conditions/body-lice/symptoms-causes/syc-20350310
Lichen nitidus,https://www.mayoclinic.org/diseases-conditions/lichen-nitidus/symptoms-causes/syc-20374424
Lichen planus,https://www.mayoclinic.org/diseases-conditions/lichen-planus/symptoms-causes/syc-20351378
"Lichen planus, oral, also known as
Oral lichen planus",https://www.mayoclinic.org/diseases-conditions/oral-lichen-planus/symptoms-causes/syc-20350869
Lichen sclerosus,https://www.mayoclinic.org/diseases-conditions/lichen-sclerosus/symptoms-causes/syc-20374448
"Lichen simplex chronicus, also known as
Neurodermatitis",https://www.mayoclinic.org/diseases-conditions/neurodermatitis/symptoms-causes/syc-20375634
Lip cancer,https://www.mayoclinic.org/diseases-conditions/lip-cancer/symptoms-causes/syc-20355079
"Lip cancer, also known as
Mouth cancer",https://www.mayoclinic.org/diseases-conditions/mouth-cancer/symptoms-causes/syc-20350997
"Lipodystrophy, intestinal, also known as
Whipple's disease",https://www.mayoclinic.org/diseases-conditions/whipples-disease/symptoms-causes/syc-20378946
Lipoma,https://www.mayoclinic.org/diseases-conditions/lipoma/symptoms-causes/syc-20374470
Liposarcoma,https://www.mayoclinic.org/diseases-conditions/liposarcoma/symptoms-causes/syc-20352632
Listeria infection,https://www.mayoclinic.org/diseases-conditions/listeria-infection/symptoms-causes/syc-20355269
"Listeriosis, also known as
Listeria infection",https://www.mayoclinic.org/diseases-conditions/listeria-infection/symptoms-causes/syc-20355269
Liver cancer,https://www.mayoclinic.org/diseases-conditions/liver-cancer/symptoms-causes/syc-20353659
Liver disease,https://www.mayoclinic.org/diseases-conditions/liver-problems/symptoms-causes/syc-20374502
"Liver failure, acute, also known as
Acute liver failure",https://www.mayoclinic.org/diseases-conditions/acute-liver-failure/symptoms-causes/syc-20352863
Liver hemangioma,https://www.mayoclinic.org/diseases-conditions/liver-hemangioma/symptoms-causes/syc-20354234
"Liver spots, also known as
Age spots (liver spots)",https://www.mayoclinic.org/diseases-conditions/age-spots/symptoms-causes/syc-20355859
"Liver, enlarged, also known as
Enlarged liver",https://www.mayoclinic.org/diseases-conditions/enlarged-liver/symptoms-causes/syc-20372167
Lobular carcinoma in situ (LCIS),https://www.mayoclinic.org/diseases-conditions/lobular-carcinoma-in-situ/symptoms-causes/syc-20374529
"Localized scleroderma, also known as
Morphea",https://www.mayoclinic.org/diseases-conditions/morphea/symptoms-causes/syc-20375283
"Lockjaw, also known as
Tetanus",https://www.mayoclinic.org/diseases-conditions/tetanus/symptoms-causes/syc-20351625
Long QT syndrome,https://www.mayoclinic.org/diseases-conditions/long-qt-syndrome/symptoms-causes/syc-20352518
"Loss of bladder control, also known as
Urinary incontinence",https://www.mayoclinic.org/diseases-conditions/urinary-incontinence/symptoms-causes/syc-20352808
"Lou Gehrig's disease, also known as
Amyotrophic lateral sclerosis (ALS)",https://www.mayoclinic.org/diseases-conditions/amyotrophic-lateral-sclerosis/symptoms-causes/syc-20354022
Low blood pressure (hypotension),https://www.mayoclinic.org/diseases-conditions/low-blood-pressure/symptoms-causes/syc-20355465
"Low blood sugar, also known as
Hypoglycemia",https://www.mayoclinic.org/diseases-conditions/hypoglycemia/symptoms-causes/syc-20373685
"Low body temperature, also known as
Hypothermia",https://www.mayoclinic.org/diseases-conditions/hypothermia/symptoms-causes/syc-20352682
"Low platelet count, also known as
Thrombocytopenia",https://www.mayoclinic.org/diseases-conditions/thrombocytopenia/symptoms-causes/syc-20378293
Low sex drive in women,https://www.mayoclinic.org/diseases-conditions/low-sex-drive-in-women/symptoms-causes/syc-20374554
Low sperm count,https://www.mayoclinic.org/diseases-conditions/low-sperm-count/symptoms-causes/syc-20374585
"Low testosterone, also known as
Male hypogonadism",https://www.mayoclinic.org/diseases-conditions/male-hypogonadism/symptoms-causes/syc-20354881
"Low-flow priapism, also known as
Priapism",https://www.mayoclinic.org/diseases-conditions/priapism/symptoms-causes/syc-20352005
Lung cancer,https://www.mayoclinic.org/diseases-conditions/lung-cancer/symptoms-causes/syc-20374620
"Lung collapse, also known as
Pneumothorax",https://www.mayoclinic.org/diseases-conditions/pneumothorax/symptoms-causes/syc-20350367
"Lung collapse, also known as
Atelectasis",https://www.mayoclinic.org/diseases-conditions/atelectasis/symptoms-causes/syc-20369684
"Lung disease, interstitial, also known as
Interstitial lung disease",https://www.mayoclinic.org/diseases-conditions/interstitial-lung-disease/symptoms-causes/syc-20353108
Lupus,https://www.mayoclinic.org/diseases-conditions/lupus/symptoms-causes/syc-20365789
Lupus nephritis,https://www.mayoclinic.org/diseases-conditions/lupus-nephritis/symptoms-causes/syc-20354335
Lyme disease,https://www.mayoclinic.org/diseases-conditions/lyme-disease/symptoms-causes/syc-20374651
"Lymph nodes, swollen, also known as
Swollen lymph nodes",https://www.mayoclinic.org/diseases-conditions/swollen-lymph-nodes/symptoms-causes/syc-20353902
"Lymphadenitis, also known as
Swollen lymph nodes",https://www.mayoclinic.org/diseases-conditions/swollen-lymph-nodes/symptoms-causes/syc-20353902
"Lymphadenitis, mesenteric, also known as
Mesenteric lymphadenitis",https://www.mayoclinic.org/diseases-conditions/mesenteric-lymphadenitis/symptoms-causes/syc-20353799
Lymphedema,https://www.mayoclinic.org/diseases-conditions/lymphedema/symptoms-causes/syc-20374682
Lymphoma,https://www.mayoclinic.org/diseases-conditions/lymphoma/symptoms-causes/syc-20352638
"Lymphoma, Hodgkin's, also known as
Hodgkin's lymphoma (Hodgkin's disease)",https://www.mayoclinic.org/diseases-conditions/hodgkins-lymphoma/symptoms-causes/syc-20352646
"Lymphoma, non-Hodgkin's, also known as
Non-Hodgkin's lymphoma",https://www.mayoclinic.org/diseases-conditions/non-hodgkins-lymphoma/symptoms-causes/syc-20375680
"Lymphoplasmacytic lymphoma, also known as
Waldenstrom macroglobulinemia",https://www.mayoclinic.org/diseases-conditions/waldenstrom-macroglobulinemia/symptoms-causes/syc-20359967
Lynch syndrome,https://www.mayoclinic.org/diseases-conditions/lynch-syndrome/symptoms-causes/syc-20374714
"Mad cow disease, also known as
Creutzfeldt-Jakob disease",https://www.mayoclinic.org/diseases-conditions/creutzfeldt-jakob-disease/symptoms-causes/syc-20371226
"Major depressive disorder, also known as
Depression (major depressive disorder)",https://www.mayoclinic.org/diseases-conditions/depression/symptoms-causes/syc-20356007
Malaria,https://www.mayoclinic.org/diseases-conditions/malaria/symptoms-causes/syc-20351184
Male breast cancer,https://www.mayoclinic.org/diseases-conditions/male-breast-cancer/symptoms-causes/syc-20374740
Male hypogonadism,https://www.mayoclinic.org/diseases-conditions/male-hypogonadism/symptoms-causes/syc-20354881
Male infertility,https://www.mayoclinic.org/diseases-conditions/male-infertility/symptoms-causes/syc-20374773
"Malignant fibrous histiocytoma, also known as
Undifferentiated pleomorphic sarcoma",https://www.mayoclinic.org/diseases-conditions/undifferentiated-pleomorphic-sarcoma/symptoms-causes/syc-20389554
Malignant hyperthermia,https://www.mayoclinic.org/diseases-conditions/malignant-hyperthermia/symptoms-causes/syc-20353750
"Malignant mesothelioma, also known as
Mesothelioma",https://www.mayoclinic.org/diseases-conditions/mesothelioma/symptoms-causes/syc-20375022
Malignant peripheral nerve sheath tumors,https://www.mayoclinic.org/diseases-conditions/malignant-peripheral-nerve-sheath-tumors/symptoms-causes/syc-20362603
"Mallet toe and hammertoe, also known as
Hammertoe and mallet toe",https://www.mayoclinic.org/diseases-conditions/hammertoe-and-mallet-toe/symptoms-causes/syc-20350839
"MALS, also known as
Median arcuate ligament syndrome (MALS)",https://www.mayoclinic.org/diseases-conditions/median-arcuate-ligament-syndrome-mals/symptoms-causes/syc-20505001
Mammary duct ectasia,https://www.mayoclinic.org/diseases-conditions/mammary-duct-ectasia/symptoms-causes/syc-20374801
"Manic-depressive illness, also known as
Bipolar disorder",https://www.mayoclinic.org/diseases-conditions/bipolar-disorder/symptoms-causes/syc-20355955
Marfan syndrome,https://www.mayoclinic.org/diseases-conditions/marfan-syndrome/symptoms-causes/syc-20350782
"Mastalgia, also known as
Breast pain",https://www.mayoclinic.org/diseases-conditions/breast-pain/symptoms-causes/syc-20350423
Mastitis,https://www.mayoclinic.org/diseases-conditions/mastitis/symptoms-causes/syc-20374829
MCAD deficiency,https://www.mayoclinic.org/diseases-conditions/mcad-deficiency/symptoms-causes/syc-20353745
"MD, also known as
Muscular dystrophy",https://www.mayoclinic.org/diseases-conditions/muscular-dystrophy/symptoms-causes/syc-20375388
Measles,https://www.mayoclinic.org/diseases-conditions/measles/symptoms-causes/syc-20374857
"Measles, German, also known as
Rubella",https://www.mayoclinic.org/diseases-conditions/rubella/symptoms-causes/syc-20377310
"Medial epicondylitis, also known as
Golfer's elbow",https://www.mayoclinic.org/diseases-conditions/golfers-elbow/symptoms-causes/syc-20372868
"Medial tibial stress syndrome, also known as
Shin splints",https://www.mayoclinic.org/diseases-conditions/shin-splints/symptoms-causes/syc-20354105
Median arcuate ligament syndrome (MALS),https://www.mayoclinic.org/diseases-conditions/median-arcuate-ligament-syndrome-mals/symptoms-causes/syc-20505001
Medication overuse headaches,https://www.mayoclinic.org/diseases-conditions/medication-overuse-headache/symptoms-causes/syc-20377083
"Mediterranean anemia, also known as
Thalassemia",https://www.mayoclinic.org/diseases-conditions/thalassemia/symptoms-causes/syc-20354995
Medulloblastoma,https://www.mayoclinic.org/diseases-conditions/medulloblastoma/cdc-20363524
"Megacolon, also known as
Hirschsprung's disease",https://www.mayoclinic.org/diseases-conditions/hirschsprungs-disease/symptoms-causes/syc-20351556
"Megaloblastic anemia, also known as
Vitamin deficiency anemia",https://www.mayoclinic.org/diseases-conditions/vitamin-deficiency-anemia/symptoms-causes/syc-20355025
Melanoma,https://www.mayoclinic.org/diseases-conditions/melanoma/symptoms-causes/syc-20374884
"Melanoma of the eye, also known as
Eye melanoma",https://www.mayoclinic.org/diseases-conditions/eye-melanoma/symptoms-causes/syc-20372371
Membranous nephropathy,https://www.mayoclinic.org/diseases-conditions/membranous-nephropathy/symptoms-causes/syc-20365189
Meniere's disease,https://www.mayoclinic.org/diseases-conditions/menieres-disease/symptoms-causes/syc-20374910
Meningioma,https://www.mayoclinic.org/diseases-conditions/meningioma/symptoms-causes/syc-20355643
Meningitis,https://www.mayoclinic.org/diseases-conditions/meningitis/symptoms-causes/syc-20350508
"Meniscus tear, also known as
Torn meniscus",https://www.mayoclinic.org/diseases-conditions/torn-meniscus/symptoms-causes/syc-20354818
Menopause,https://www.mayoclinic.org/diseases-conditions/menopause/symptoms-causes/syc-20353397
Menorrhagia (heavy menstrual bleeding),https://www.mayoclinic.org/diseases-conditions/menorrhagia/symptoms-causes/syc-20352829
"Menstrual bleeding, excessive, also known as
Menorrhagia (heavy menstrual bleeding)",https://www.mayoclinic.org/diseases-conditions/menorrhagia/symptoms-causes/syc-20352829
Menstrual cramps,https://www.mayoclinic.org/diseases-conditions/menstrual-cramps/symptoms-causes/syc-20374938
Mental illness,https://www.mayoclinic.org/diseases-conditions/mental-illness/symptoms-causes/syc-20374968
Meralgia paresthetica,https://www.mayoclinic.org/diseases-conditions/meralgia-paresthetica/symptoms-causes/syc-20355635
Merkel cell carcinoma,https://www.mayoclinic.org/diseases-conditions/merkel-cell-carcinoma/symptoms-causes/syc-20351030
Mesenteric ischemia,https://www.mayoclinic.org/diseases-conditions/mesenteric-ischemia/symptoms-causes/syc-20374989
Mesenteric lymphadenitis,https://www.mayoclinic.org/diseases-conditions/mesenteric-lymphadenitis/symptoms-causes/syc-20353799
Mesothelioma,https://www.mayoclinic.org/diseases-conditions/mesothelioma/symptoms-causes/syc-20375022
Metabolic syndrome,https://www.mayoclinic.org/diseases-conditions/metabolic-syndrome/symptoms-causes/syc-20351916
Metachromatic leukodystrophy,https://www.mayoclinic.org/diseases-conditions/metachromatic-leukodystrophy/symptoms-causes/syc-20354733
"Metastatic brain cancer, also known as
Brain metastases",https://www.mayoclinic.org/diseases-conditions/brain-metastases/symptoms-causes/syc-20350136
Metatarsalgia,https://www.mayoclinic.org/diseases-conditions/metatarsalgia/symptoms-causes/syc-20354790
"Methicillin-resistant staphylococcus aureus infection, also known as
MRSA infection",https://www.mayoclinic.org/diseases-conditions/mrsa/symptoms-causes/syc-20375336
"MGUS, also known as
Monoclonal gammopathy of undetermined significance (MGUS)",https://www.mayoclinic.org/diseases-conditions/mgus/symptoms-causes/syc-20352362
Microcephaly,https://www.mayoclinic.org/diseases-conditions/microcephaly/symptoms-causes/syc-20375051
Microscopic colitis,https://www.mayoclinic.org/diseases-conditions/microscopic-colitis/symptoms-causes/syc-20351478
"Microscopic hematuria, also known as
Blood in urine (hematuria)",https://www.mayoclinic.org/diseases-conditions/blood-in-urine/symptoms-causes/syc-20353432
Migraine,https://www.mayoclinic.org/diseases-conditions/migraine-headache/symptoms-causes/syc-20360201
Migraine with aura,https://www.mayoclinic.org/diseases-conditions/migraine-with-aura/symptoms-causes/syc-20352072
Mild cognitive impairment (MCI),https://www.mayoclinic.org/diseases-conditions/mild-cognitive-impairment/symptoms-causes/syc-20354578
"Miliaria, also known as
Heat rash",https://www.mayoclinic.org/diseases-conditions/heat-rash/symptoms-causes/syc-20373276
Milk allergy,https://www.mayoclinic.org/diseases-conditions/milk-allergy/symptoms-causes/syc-20375101
"Milk intolerance, also known as
Lactose intolerance",https://www.mayoclinic.org/diseases-conditions/lactose-intolerance/symptoms-causes/syc-20374232
Miscarriage,https://www.mayoclinic.org/diseases-conditions/pregnancy-loss-miscarriage/symptoms-causes/syc-20354298
Mitral valve disease,https://www.mayoclinic.org/diseases-conditions/mitral-valve-disease/symptoms-causes/syc-20355107
Mitral valve prolapse,https://www.mayoclinic.org/diseases-conditions/mitral-valve-prolapse/symptoms-causes/syc-20355446
Mitral valve regurgitation,https://www.mayoclinic.org/diseases-conditions/mitral-valve-regurgitation/symptoms-causes/syc-20350178
Mitral valve stenosis,https://www.mayoclinic.org/diseases-conditions/mitral-valve-stenosis/symptoms-causes/syc-20353159
Mittelschmerz,https://www.mayoclinic.org/diseases-conditions/mittelschmerz/symptoms-causes/syc-20375122
Mixed connective tissue disease,https://www.mayoclinic.org/diseases-conditions/mixed-connective-tissue-disease/symptoms-causes/syc-20375147
Molar pregnancy,https://www.mayoclinic.org/diseases-conditions/molar-pregnancy/symptoms-causes/syc-20375175
Mold allergy,https://www.mayoclinic.org/diseases-conditions/mold-allergy/symptoms-causes/syc-20351519
Moles,https://www.mayoclinic.org/diseases-conditions/moles/symptoms-causes/syc-20375200
Molluscum contagiosum,https://www.mayoclinic.org/diseases-conditions/molluscum-contagiosum/symptoms-causes/syc-20375226
"Mono, also known as
Mononucleosis",https://www.mayoclinic.org/diseases-conditions/mononucleosis/symptoms-causes/syc-20350328
Monoclonal gammopathy of undetermined significance (MGUS),https://www.mayoclinic.org/diseases-conditions/mgus/symptoms-causes/syc-20352362
Mononucleosis,https://www.mayoclinic.org/diseases-conditions/mononucleosis/symptoms-causes/syc-20350328
Mood disorders,https://www.mayoclinic.org/diseases-conditions/mood-disorders/symptoms-causes/syc-20365057
Morning sickness,https://www.mayoclinic.org/diseases-conditions/morning-sickness/symptoms-causes/syc-20375254
Morphea,https://www.mayoclinic.org/diseases-conditions/morphea/symptoms-causes/syc-20375283
Morton's neuroma,https://www.mayoclinic.org/diseases-conditions/mortons-neuroma/symptoms-causes/syc-20351935
Mosquito bites,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310
Mouth cancer,https://www.mayoclinic.org/diseases-conditions/mouth-cancer/symptoms-causes/syc-20350997
Movement disorders,https://www.mayoclinic.org/diseases-conditions/movement-disorders/symptoms-causes/syc-20363893
Moyamoya disease,https://www.mayoclinic.org/diseases-conditions/moyamoya-disease/symptoms-causes/syc-20355586
MRSA infection,https://www.mayoclinic.org/diseases-conditions/mrsa/symptoms-causes/syc-20375336
"MS, also known as
Multiple sclerosis",https://www.mayoclinic.org/diseases-conditions/multiple-sclerosis/symptoms-causes/syc-20350269
"MSA, also known as
Multiple system atrophy (MSA)",https://www.mayoclinic.org/diseases-conditions/multiple-system-atrophy/symptoms-causes/syc-20356153
"Mucocutaneous lymph node syndrome, also known as
Kawasaki disease",https://www.mayoclinic.org/diseases-conditions/kawasaki-disease/symptoms-causes/syc-20354598
"Mucopolysaccharidosis type II, also known as
Hunter syndrome",https://www.mayoclinic.org/diseases-conditions/hunter-syndrome/symptoms-causes/syc-20350706
"Multiple endocrine neoplasia type 1, also known as
Multiple endocrine neoplasia, type 1 (MEN 1)",https://www.mayoclinic.org/diseases-conditions/men-1/symptoms-causes/syc-20353064
"Multiple endocrine neoplasia, type 1 (MEN 1)",https://www.mayoclinic.org/diseases-conditions/men-1/symptoms-causes/syc-20353064
Multiple myeloma,https://www.mayoclinic.org/diseases-conditions/multiple-myeloma/symptoms-causes/syc-20353378
Multiple sclerosis,https://www.mayoclinic.org/diseases-conditions/multiple-sclerosis/symptoms-causes/syc-20350269
Multiple system atrophy (MSA),https://www.mayoclinic.org/diseases-conditions/multiple-system-atrophy/symptoms-causes/syc-20356153
Multisystem inflammatory syndrome in children (MIS-C),https://www.mayoclinic.org/diseases-conditions/mis-c-in-kids-covid-19/symptoms-causes/syc-20502550
Mumps,https://www.mayoclinic.org/diseases-conditions/mumps/symptoms-causes/syc-20375361
Muscle cramp,https://www.mayoclinic.org/diseases-conditions/muscle-cramp/symptoms-causes/syc-20350820
Muscle strains,https://www.mayoclinic.org/diseases-conditions/muscle-strains/symptoms-causes/syc-20450507
Muscular dystrophy,https://www.mayoclinic.org/diseases-conditions/muscular-dystrophy/symptoms-causes/syc-20375388
Myasthenia gravis,https://www.mayoclinic.org/diseases-conditions/myasthenia-gravis/symptoms-causes/syc-20352036
Myelodysplastic syndromes,https://www.mayoclinic.org/diseases-conditions/myelodysplastic-syndrome/symptoms-causes/syc-20366977
Myelofibrosis,https://www.mayoclinic.org/diseases-conditions/myelofibrosis/symptoms-causes/syc-20355057
"Myocardial infarction, also known as
Heart attack",https://www.mayoclinic.org/diseases-conditions/heart-attack/symptoms-causes/syc-20373106
Myocardial ischemia,https://www.mayoclinic.org/diseases-conditions/myocardial-ischemia/symptoms-causes/syc-20375417
Myocarditis,https://www.mayoclinic.org/diseases-conditions/myocarditis/symptoms-causes/syc-20352539
Myoclonus,https://www.mayoclinic.org/diseases-conditions/myoclonus/symptoms-causes/syc-20350459
Myofascial pain syndrome,https://www.mayoclinic.org/diseases-conditions/myofascial-pain-syndrome/symptoms-causes/syc-20375444
"Myopia, also known as
Nearsightedness",https://www.mayoclinic.org/diseases-conditions/nearsightedness/symptoms-causes/syc-20375556
Myxofibrosarcoma,https://www.mayoclinic.org/diseases-conditions/myxofibrosarcoma/cdc-20387740
Naegleria infection,https://www.mayoclinic.org/diseases-conditions/naegleria-infection/symptoms-causes/syc-20375470
Nail fungus,https://www.mayoclinic.org/diseases-conditions/nail-fungus/symptoms-causes/syc-20353294
Narcissistic personality disorder,https://www.mayoclinic.org/diseases-conditions/narcissistic-personality-disorder/symptoms-causes/syc-20366662
Narcolepsy,https://www.mayoclinic.org/diseases-conditions/narcolepsy/symptoms-causes/syc-20375497
Nasal and paranasal tumors,https://www.mayoclinic.org/diseases-conditions/nasal-paranasal-tumors/symptoms-causes/syc-20354136
Nasal polyps,https://www.mayoclinic.org/diseases-conditions/nasal-polyps/symptoms-causes/syc-20351888
Nasopharyngeal carcinoma,https://www.mayoclinic.org/diseases-conditions/nasopharyngeal-carcinoma/symptoms-causes/syc-20375529
Nearsightedness,https://www.mayoclinic.org/diseases-conditions/nearsightedness/symptoms-causes/syc-20375556
Neck pain,https://www.mayoclinic.org/diseases-conditions/neck-pain/symptoms-causes/syc-20375581
"Nephroblastoma, also known as
Wilms' tumor",https://www.mayoclinic.org/diseases-conditions/wilms-tumor/symptoms-causes/syc-20352655
Nephrogenic systemic fibrosis,https://www.mayoclinic.org/diseases-conditions/nephrogenic-systemic-fibrosis/symptoms-causes/syc-20352299
Nephrotic syndrome,https://www.mayoclinic.org/diseases-conditions/nephrotic-syndrome/symptoms-causes/syc-20375608
"Neuralgia, postherpetic, also known as
Postherpetic neuralgia",https://www.mayoclinic.org/diseases-conditions/postherpetic-neuralgia/symptoms-causes/syc-20376588
"Neuralgia, trigeminal, also known as
Trigeminal neuralgia",https://www.mayoclinic.org/diseases-conditions/trigeminal-neuralgia/symptoms-causes/syc-20353344
Neuroblastoma,https://www.mayoclinic.org/diseases-conditions/neuroblastoma/symptoms-causes/syc-20351017
"Neurocardiogenic syncope, also known as
Vasovagal syncope",https://www.mayoclinic.org/diseases-conditions/vasovagal-syncope/symptoms-causes/syc-20350527
Neurodermatitis,https://www.mayoclinic.org/diseases-conditions/neurodermatitis/symptoms-causes/syc-20375634
"Neuroendocrine carcinoma of the skin, also known as
Merkel cell carcinoma",https://www.mayoclinic.org/diseases-conditions/merkel-cell-carcinoma/symptoms-causes/syc-20351030
Neuroendocrine tumors,https://www.mayoclinic.org/diseases-conditions/neuroendocrine-tumors/symptoms-causes/syc-20354132
Neurofibroma,https://www.mayoclinic.org/diseases-conditions/neurofibroma/cdc-20352978
Neurofibromatosis,https://www.mayoclinic.org/diseases-conditions/neurofibromatosis/symptoms-causes/syc-20350490
"Neurofibrosarcoma, also known as
Malignant peripheral nerve sheath tumors",https://www.mayoclinic.org/diseases-conditions/malignant-peripheral-nerve-sheath-tumors/symptoms-causes/syc-20362603
"Neuroma, acoustic, also known as
Acoustic neuroma",https://www.mayoclinic.org/diseases-conditions/acoustic-neuroma/symptoms-causes/syc-20356127
"Neuroma, Morton's, also known as
Morton's neuroma",https://www.mayoclinic.org/diseases-conditions/mortons-neuroma/symptoms-causes/syc-20351935
"Neuroma, plantar, also known as
Morton's neuroma",https://www.mayoclinic.org/diseases-conditions/mortons-neuroma/symptoms-causes/syc-20351935
Neuromyelitis optica,https://www.mayoclinic.org/diseases-conditions/neuromyelitis-optica/symptoms-causes/syc-20375652
"Neuromyelitis optica spectrum disorder, also known as
Neuromyelitis optica",https://www.mayoclinic.org/diseases-conditions/neuromyelitis-optica/symptoms-causes/syc-20375652
"Neuropathy, autonomic, also known as
Autonomic neuropathy",https://www.mayoclinic.org/diseases-conditions/autonomic-neuropathy/symptoms-causes/syc-20369829
"Neuropathy, diabetic, also known as
Diabetic neuropathy",https://www.mayoclinic.org/diseases-conditions/diabetic-neuropathy/symptoms-causes/syc-20371580
"Neuropathy, hereditary motor and sensory, also known as
Charcot-Marie-Tooth disease",https://www.mayoclinic.org/diseases-conditions/charcot-marie-tooth-disease/symptoms-causes/syc-20350517
"Neuropathy, peripheral, also known as
Peripheral neuropathy",https://www.mayoclinic.org/diseases-conditions/peripheral-neuropathy/symptoms-causes/syc-20352061
"Nevus, also known as
Moles",https://www.mayoclinic.org/diseases-conditions/moles/symptoms-causes/syc-20375200
Nickel allergy,https://www.mayoclinic.org/diseases-conditions/nickel-allergy/symptoms-causes/syc-20351529
"Nicotine addiction, also known as
Nicotine dependence",https://www.mayoclinic.org/diseases-conditions/nicotine-dependence/symptoms-causes/syc-20351584
Nicotine dependence,https://www.mayoclinic.org/diseases-conditions/nicotine-dependence/symptoms-causes/syc-20351584
Niemann-Pick,https://www.mayoclinic.org/diseases-conditions/niemann-pick/symptoms-causes/syc-20355887
Nightmare disorder,https://www.mayoclinic.org/diseases-conditions/nightmare-disorder/symptoms-causes/syc-20353515
"Nighttime incontinence, also known as
Bed-wetting",https://www.mayoclinic.org/diseases-conditions/bed-wetting/symptoms-causes/syc-20366685
"NMO, also known as
Neuromyelitis optica",https://www.mayoclinic.org/diseases-conditions/neuromyelitis-optica/symptoms-causes/syc-20375652
"NMOSD, also known as
Neuromyelitis optica",https://www.mayoclinic.org/diseases-conditions/neuromyelitis-optica/symptoms-causes/syc-20375652
"Noctural enuresis, also known as
Bed-wetting",https://www.mayoclinic.org/diseases-conditions/bed-wetting/symptoms-causes/syc-20366685
"Noise-related hearing loss, also known as
Hearing loss",https://www.mayoclinic.org/diseases-conditions/hearing-loss/symptoms-causes/syc-20373072
Nonalcoholic fatty liver disease,https://www.mayoclinic.org/diseases-conditions/nonalcoholic-fatty-liver-disease/symptoms-causes/syc-20354567
Nonallergic rhinitis,https://www.mayoclinic.org/diseases-conditions/nonallergic-rhinitis/symptoms-causes/syc-20351229
Non-Hodgkin's lymphoma,https://www.mayoclinic.org/diseases-conditions/non-hodgkins-lymphoma/symptoms-causes/syc-20375680
"Nonischemic priapism, also known as
Priapism",https://www.mayoclinic.org/diseases-conditions/priapism/symptoms-causes/syc-20352005
