,disease,link,overview,symptoms,remedies
1247,"Low body temperature, also known as
Hypothermia",https://www.mayoclinic.org/diseases-conditions/hypothermia/symptoms-causes/syc-20352682,"Hypothermia is a medical emergency that occurs when your body loses heat faster than it can produce heat, causing a dangerously low body temperature. Normal body temperature is around 98.6 F (37 C). Hypothermia (hi-poe-THUR-me-uh) occurs as your body temperature falls below 95 F (35 C).","['Shivering', 'Slurred speech or mumbling', 'Slow, shallow breathing', 'Weak pulse', 'Clumsiness or lack of coordination', 'Drowsiness or very low energy', 'Confusion or memory loss', 'Loss of consciousness', 'Bright red, cold skin (in infants)']",[]
1248,"Low platelet count, also known as
Thrombocytopenia",https://www.mayoclinic.org/diseases-conditions/thrombocytopenia/symptoms-causes/syc-20378293,Thrombocytopenia is a condition in which you have a low blood platelet count. Platelets (thrombocytes) are colorless blood cells that help blood clot. Platelets stop bleeding by clumping and forming plugs in blood vessel injuries.,"['Easy or excessive bruising (purpura)', 'Superficial bleeding into the skin that appears as a rash of pinpoint-sized reddish-purple spots (petechiae), usually on the lower legs', 'Prolonged bleeding from cuts', 'Bleeding from your gums or nose', 'Blood in urine or stools', 'Unusually heavy menstrual flows', 'Fatigue', 'Enlarged spleen']","['Avoid activities that could cause injury. Ask your doctor which activities are safe for you. Contact sports, such as boxing, martial arts and football, carry a high risk of injury.', ""Drink alcohol in moderation, if at all. Alcohol slows the production of platelets in your body. Ask your doctor whether it's OK for you to drink alcohol."", 'Use caution with over-the-counter medications. Over-the-counter pain medications, such as aspirin and ibuprofen (Advil, Motrin IB, others) can prevent platelets from working properly.']"
1249,Low sex drive in women,https://www.mayoclinic.org/diseases-conditions/low-sex-drive-in-women/symptoms-causes/syc-20374554,"Women's sexual desires naturally fluctuate over the years. Highs and lows commonly coincide with the beginning or end of a relationship or with major life changes, such as pregnancy, menopause or illness. Some medications used for mood disorders also can cause low sex drive in women.","['Having no interest in any type of sexual activity, including masturbation', 'Never or only seldom having sexual fantasies or thoughts', 'Being concerned by your lack of sexual activity or fantasies']","['Exercise. Regular aerobic exercise and strength training can increase your stamina, improve your body image, lift your mood and boost your libido.', 'Stress less. Finding a better way to cope with work stress, financial stress and daily hassles can enhance your sex drive.', 'Communicate with your partner. Couples who learn to communicate in an open, honest way usually maintain a stronger emotional connection, which can lead to better sex. Communicating about sex also is important. Talking about your likes and dislikes can set the stage for greater sexual intimacy.', 'Set aside time for intimacy. Scheduling sex into your calendar may seem contrived and boring. But making intimacy a priority can help put your sex drive back on track.', 'Add a little spice to your sex life. Try a different sexual position, a different time of day or a different location for sex. Ask your partner to spend more time on foreplay. If you and your partner are open to experimentation, sex toys and fantasy can help rekindle your sexual desire.', 'Ditch bad habits. Smoking, illegal drugs and excess alcohol can all dampen your sex drive. Ditching these bad habits may help give your sex drive a boost and improve your overall health.']"
1250,Low sperm count,https://www.mayoclinic.org/diseases-conditions/low-sperm-count/symptoms-causes/syc-20374585,Low sperm count means that the fluid (semen) you ejaculate during an orgasm contains fewer sperm than normal.,"['Problems with sexual function — for example, low sex drive or difficulty maintaining an erection (erectile dysfunction)', 'Pain, swelling or a lump in the testicle area', 'Decreased facial or body hair or other signs of a chromosome or hormone abnormality']","['Increasing the frequency of sex. Having sexual intercourse every day or every other day beginning at least four days before ovulation increases your chances of getting your partner pregnant.', 'Having sex when fertilization is possible. A woman is likely to become pregnant during ovulation — which occurs in the middle of the menstrual cycle, between periods. This will ensure that sperm, which can live several days, are present when conception is possible.', 'Avoiding lubricants. Some products such as Astroglide or K-Y jelly, lotions, and saliva might impair sperm movement and function. Ask your doctor about sperm-safe lubricants.']"
1251,"Low testosterone, also known as
Male hypogonadism",https://www.mayoclinic.org/diseases-conditions/male-hypogonadism/symptoms-causes/syc-20354881,Male hypogonadism is a condition in which the body doesn't produce enough of the hormone that plays a key role in masculine growth and development during puberty (testosterone) or enough sperm or both.,"['Female genitals', 'Genitals that are neither clearly male nor clearly female (ambiguous genitals)', 'Underdeveloped male genitals']",[]
1252,"Low-flow priapism, also known as
Priapism",https://www.mayoclinic.org/diseases-conditions/priapism/symptoms-causes/syc-20352005,Priapism is a prolonged erection of the penis. The full or partial erection continues hours beyond or isn't caused by sexual stimulation. The main types of priapism are ischemic and nonischemic. Ischemic priapism is a medical emergency.,"['Erection lasting more than four hours or unrelated to sexual interest or stimulation', 'Rigid penile shaft, but the tip of penis (glans) is soft', 'Progressively worsening penile pain']",[]
1253,Lung cancer,https://www.mayoclinic.org/diseases-conditions/lung-cancer/symptoms-causes/syc-20374620,,[],[]
1254,"Lung collapse, also known as
Pneumothorax",https://www.mayoclinic.org/diseases-conditions/pneumothorax/symptoms-causes/syc-20350367,A pneumothorax (noo-moe-THOR-aks) is a collapsed lung. A pneumothorax occurs when air leaks into the space between your lung and chest wall. This air pushes on the outside of your lung and makes it collapse. A pneumothorax can be a complete lung collapse or a collapse of only a portion of the lung.,"['Chest injury. Any blunt or penetrating injury to your chest can cause lung collapse. Some injuries may happen during physical assaults or car crashes, while others may inadvertently occur during medical procedures that involve the insertion of a needle into the chest.', 'Lung disease. Damaged lung tissue is more likely to collapse. Lung damage can be caused by many types of underlying diseases, such as chronic obstructive pulmonary disease (COPD), cystic fibrosis, lung cancer or pneumonia. Cystic lung diseases, such as lymphangioleiomyomatosis and Birt-Hogg-Dube syndrome, cause round, thin-walled air sacs in the lung tissue that can rupture, resulting in pneumothorax.', 'Ruptured air blisters. Small air blisters (blebs) can develop on the top of the lungs. These air blisters sometimes burst — allowing air to leak into the space that surrounds the lungs.', 'Mechanical ventilation. A severe type of pneumothorax can occur in people who need mechanical assistance to breathe. The ventilator can create an imbalance of air pressure within the chest. The lung may collapse completely.']",[]
1255,"Lung collapse, also known as
Atelectasis",https://www.mayoclinic.org/diseases-conditions/atelectasis/symptoms-causes/syc-20369684,Atelectasis (at-uh-LEK-tuh-sis) is a complete or partial collapse of the entire lung or area (lobe) of the lung. It occurs when the tiny air sacs (alveoli) within the lung become deflated or possibly filled with alveolar fluid.,"['Difficulty breathing', 'Rapid, shallow breathing', 'Wheezing', 'Cough']",[]
1256,"Lung disease, interstitial, also known as
Interstitial lung disease",https://www.mayoclinic.org/diseases-conditions/interstitial-lung-disease/symptoms-causes/syc-20353108,"Interstitial (in-tur-STISH-ul) lung disease describes a large group of disorders, most of which cause progressive scarring of lung tissue. The scarring associated with interstitial lung disease eventually affects your ability to breathe and get enough oxygen into your bloodstream.","['Shortness of breath at rest or aggravated by exertion', 'Dry cough']","[""Stop smoking. If you have lung disease, the best thing you can do for yourself is to stop smoking. Talk to your doctor about options for quitting, including smoking cessation programs, which use a variety of proven techniques to help people quit. And because secondhand smoke also can be harmful to your lungs, don't allow people to smoke around you."", ""Eat well. People with lung disease may lose weight both because it's uncomfortable to eat and because of the extra energy it takes to breathe. These people need a nutritionally rich diet that contains adequate calories. A dietitian can give you further guidelines for healthy eating."", 'Get vaccinated. Respiratory infections can worsen symptoms of intersitial lung disease. Make sure you receive the pneumonia vaccine and an annual flu shot.']"
1257,Lupus,https://www.mayoclinic.org/diseases-conditions/lupus/symptoms-causes/syc-20365789,"Lupus is a disease that occurs when your body's immune system attacks your own tissues and organs (autoimmune disease). Inflammation caused by lupus can affect many different body systems — including your joints, skin, kidneys, blood cells, brain, heart and lungs.","['Fatigue', 'Fever', 'Joint pain, stiffness and swelling', 'Butterfly-shaped rash on the face that covers the cheeks and bridge of the nose or rashes elsewhere on the body', 'Skin lesions that appear or worsen with sun exposure', 'Fingers and toes that turn white or blue when exposed to cold or during stressful periods', 'Shortness of breath', 'Chest pain', 'Dry eyes', 'Headaches, confusion and memory loss']","['See your doctor regularly. Having regular checkups instead of only seeing your doctor when your symptoms worsen may help your doctor prevent flares, and can be useful in addressing routine health concerns, such as stress, diet and exercise that can be helpful in preventing lupus complications.', 'Be sun smart. Because ultraviolet light can trigger a flare, wear protective clothing — such as a hat, long-sleeved shirt and long pants — and use sunscreen with a sun protection factor (SPF) of at least 55 every time you go outside.', 'Get regular exercise. Exercise can help keep your bones strong, reduce your risk of heart attack and promote general well-being.', ""Don't smoke. Smoking increases your risk of cardiovascular disease and can worsen the effects of lupus on your heart and blood vessels."", 'Eat a healthy diet. A healthy diet emphasizes fruits, vegetables and whole grains. Sometimes you may have dietary restrictions, especially if you have high blood pressure, kidney damage or gastrointestinal problems.', 'Ask your doctor if you need vitamin D and calcium supplements. There is some evidence to suggest that people with lupus may benefit from supplemental vitamin D. A calcium supplement can help you meet the daily recommended dietary allowance of 1,000 milligrams to 1,200 milligrams — depending on your age — to help keep your bones healthy.']"
1258,Lupus nephritis,https://www.mayoclinic.org/diseases-conditions/lupus-nephritis/symptoms-causes/syc-20354335,Lupus nephritis is a frequent complication in people who have systemic lupus erythematosus — more commonly known as lupus.,"['Blood in your urine', 'Foamy urine (due to excess protein in urine)', 'High blood pressure', 'Swelling in your hands, ankles or feet', 'High levels of a waste product called creatinine in your blood']",[]
1259,Lyme disease,https://www.mayoclinic.org/diseases-conditions/lyme-disease/symptoms-causes/syc-20374651,"Lyme disease is caused by four main species of bacteria. Borrelia burgdorferi and Borrelia mayonii cause Lyme disease in the United States, while Borrelia afzelii and Borrelia garinii are the leading causes in Europe and Asia. The most common tick-borne illness in these regions, Lyme disease is transmitted by the bite of an infected black-legged tick, commonly known as a deer tick.","[""Rash. From three to 30 days after an infected tick bite, an expanding red area might appear that sometimes clears in the center, forming a bull's-eye pattern. The rash (erythema migrans) expands slowly over days and can spread to 12 inches (30 centimeters) across. It's typically not itchy or painful but might feel warm to the touch.\nErythema migrans is one of the hallmarks of Lyme disease, although not everyone with Lyme disease develops the rash. Some people develop this rash at more than one place on their bodies."", 'Other symptoms. Fever, chills, fatigue, body aches, headache, neck stiffness and swollen lymph nodes can accompany the rash.']",[]
1260,"Lymph nodes, swollen, also known as
Swollen lymph nodes",https://www.mayoclinic.org/diseases-conditions/swollen-lymph-nodes/symptoms-causes/syc-20353902,"Swollen lymph nodes usually occur as a result of infection from bacteria or viruses. Rarely, swollen lymph nodes are caused by cancer.","['Tenderness and pain in the lymph nodes', 'Swelling that may be the size of a pea or kidney bean, or even larger in the lymph nodes']","['Apply a warm compress. Apply a warm, wet compress, such as a washcloth dipped in hot water and wrung out, to the affected area.', 'Take an over-the-counter pain reliever. These include aspirin, ibuprofen (Advil, Motrin, others), naproxen (Aleve) or acetaminophen (Tylenol, others). Use caution when giving aspirin to children or teenagers. Though aspirin is approved for use in children older than age 2, children and teenagers recovering from chickenpox or flu-like symptoms should never take aspirin. Talk to your doctor if you have concerns.', 'Get adequate rest. You often need rest to aid your recovery from the underlying condition.']"
1261,"Lymphadenitis, also known as
Swollen lymph nodes",https://www.mayoclinic.org/diseases-conditions/swollen-lymph-nodes/symptoms-causes/syc-20353902,"Swollen lymph nodes usually occur as a result of infection from bacteria or viruses. Rarely, swollen lymph nodes are caused by cancer.","['Tenderness and pain in the lymph nodes', 'Swelling that may be the size of a pea or kidney bean, or even larger in the lymph nodes']","['Apply a warm compress. Apply a warm, wet compress, such as a washcloth dipped in hot water and wrung out, to the affected area.', 'Take an over-the-counter pain reliever. These include aspirin, ibuprofen (Advil, Motrin, others), naproxen (Aleve) or acetaminophen (Tylenol, others). Use caution when giving aspirin to children or teenagers. Though aspirin is approved for use in children older than age 2, children and teenagers recovering from chickenpox or flu-like symptoms should never take aspirin. Talk to your doctor if you have concerns.', 'Get adequate rest. You often need rest to aid your recovery from the underlying condition.']"
1262,"Lymphadenitis, mesenteric, also known as
Mesenteric lymphadenitis",https://www.mayoclinic.org/diseases-conditions/mesenteric-lymphadenitis/symptoms-causes/syc-20353799,"Lymphadenitis is a condition in which your lymph nodes become inflamed. When the condition affects the lymph nodes in the membrane that connects your bowel to the abdominal wall (mesentery), it's called mesenteric lymphadenitis (mez-un-TER-ik lim-fad-uh-NIE-tis).","['Abdominal pain, often centered on the lower right side, but the pain can be more widespread', 'General abdominal tenderness', 'Fever', 'Mesenteric lymph node enlargement']","['Get plenty of rest. Adequate rest can help your child recover.', 'Drink fluids. Liquids help prevent dehydration from fever, vomiting and diarrhea.', 'Apply moist heat. A warm, moist washcloth applied to the abdomen can help ease discomfort.']"
1263,Lymphedema,https://www.mayoclinic.org/diseases-conditions/lymphedema/symptoms-causes/syc-20374682,"Lymphedema refers to tissue swelling caused by an accumulation of protein-rich fluid that's usually drained through the body's lymphatic system. It most commonly affects the arms or legs, but can also occur in the chest wall, abdomen, neck and genitals.","['Swelling of part or all of the arm or leg, including fingers or toes', 'A feeling of heaviness or tightness', 'Restricted range of motion', 'Recurring infections', 'Hardening and thickening of the skin (fibrosis)']","['Find out all you can about lymphedema. Knowing what lymphedema is and what causes it can help communication with the doctor or physical therapist.', 'Take care of the affected limb. Clean your skin daily, looking over every inch of the affected limb for signs of trouble, such as cracks and cuts. Apply lotion to prevent dry skin.', 'Take care of your whole body. Eat a diet rich in fruits and vegetables. Exercise daily, if you can. Reduce stress. Try to get enough sleep. Taking care of your body gives you more energy and encourages healing.', 'Get support from others with lymphedema. Whether you attend support group meetings in your community or participate in online message boards, it helps to talk to people facing similar difficulties.']"
1264,Lymphoma,https://www.mayoclinic.org/diseases-conditions/lymphoma/symptoms-causes/syc-20352638,"Lymphoma is a cancer of the lymphatic system, which is part of the body's germ-fighting network.","['Painless swelling of lymph nodes in your neck, armpits or groin', 'Persistent fatigue', 'Fever', 'Night sweats', 'Shortness of breath', 'Unexplained weight loss', 'Itchy skin']",[]
1265,"Lymphoma, Hodgkin's, also known as
Hodgkin's lymphoma (Hodgkin's disease)",https://www.mayoclinic.org/diseases-conditions/hodgkins-lymphoma/symptoms-causes/syc-20352646,"Hodgkin's lymphoma is a type of cancer that affects the lymphatic system, which is part of the body's germ-fighting immune system. In Hodgkin's lymphoma, white blood cells called lymphocytes grow out of control, causing swollen lymph nodes and growths throughout the body.","['Painless swelling of lymph nodes in your neck, armpits or groin', 'Persistent fatigue', 'Fever', 'Night sweats', 'Losing weight without trying', 'Severe itching', 'Pain in your lymph nodes after drinking alcohol']",[]
1266,"Lymphoma, non-Hodgkin's, also known as
Non-Hodgkin's lymphoma",https://www.mayoclinic.org/diseases-conditions/non-hodgkins-lymphoma/symptoms-causes/syc-20375680,"Non-Hodgkin's lymphoma is a type of cancer that begins in your lymphatic system, which is part of the body's germ-fighting immune system. In non-Hodgkin's lymphoma, white blood cells called lymphocytes grow abnormally and can form growths (tumors) throughout the body.","['Swollen lymph nodes in your neck, armpits or groin', 'Abdominal pain or swelling', 'Chest pain, coughing or trouble breathing', 'Persistent fatigue', 'Fever', 'Night sweats', 'Unexplained weight loss']",[]
1267,"Lymphoplasmacytic lymphoma, also known as
Waldenstrom macroglobulinemia",https://www.mayoclinic.org/diseases-conditions/waldenstrom-macroglobulinemia/symptoms-causes/syc-20359967,Waldenstrom macroglobulinemia (mak-roe-glob-u-lih-NEE-me-uh) is a rare type of cancer that begins in the white blood cells.,"['Easy bruising', 'Bleeding from the nose or the gums', 'Fatigue', 'Weight loss', 'Numbness in your hands or feet', 'Fever', 'Headache', 'Shortness of breath', 'Changes in vision', 'Confusion']",[]
1268,Lynch syndrome,https://www.mayoclinic.org/diseases-conditions/lynch-syndrome/symptoms-causes/syc-20374714,Lynch syndrome is a condition that increases the risk of many kinds of cancer. This condition is passed from parents to children.,"['Colon cancer before age 50', 'Cancer of the inside lining of the uterus (endometrial cancer) before age 50', 'A personal history of more than one type of cancer', 'A family history of cancer before age 50', 'A family history of other cancers caused by Lynch syndrome, including stomach cancer, ovarian cancer, pancreatic cancer, kidney cancer, bladder cancer, ureteral cancer, brain cancer, small intestine cancer, gallbladder cancer, bile duct cancer and skin cancer']",[]
1269,"Mad cow disease, also known as
Creutzfeldt-Jakob disease",https://www.mayoclinic.org/diseases-conditions/creutzfeldt-jakob-disease/symptoms-causes/syc-20371226,"Creutzfeldt-Jakob (KROITS-felt YAH-kobe) disease (CJD) is a degenerative brain disorder that leads to dementia and, ultimately, death. Creutzfeldt-Jakob disease symptoms can be similar to those of other dementia-like brain disorders, such as Alzheimer's disease. But Creutzfeldt-Jakob disease usually progresses much more rapidly.","['Personality changes', 'Memory loss', 'Impaired thinking', 'Blurred vision or blindness', 'Insomnia', 'Incoordination', 'Difficulty speaking', 'Difficulty swallowing', 'Sudden, jerky movements']",[]
1270,"Major depressive disorder, also known as
Depression (major depressive disorder)",https://www.mayoclinic.org/diseases-conditions/depression/symptoms-causes/syc-20356007,"Depression is a mood disorder that causes a persistent feeling of sadness and loss of interest. Also called major depressive disorder or clinical depression, it affects how you feel, think and behave and can lead to a variety of emotional and physical problems. You may have trouble doing normal day-to-day activities, and sometimes you may feel as if life isn't worth living.","['Feelings of sadness, tearfulness, emptiness or hopelessness', 'Angry outbursts, irritability or frustration, even over small matters', 'Loss of interest or pleasure in most or all normal activities, such as sex, hobbies or sports', 'Sleep disturbances, including insomnia or sleeping too much', 'Tiredness and lack of energy, so even small tasks take extra effort', 'Reduced appetite and weight loss or increased cravings for food and weight gain', 'Anxiety, agitation or restlessness', 'Slowed thinking, speaking or body movements', 'Feelings of worthlessness or guilt, fixating on past failures or self-blame', 'Trouble thinking, concentrating, making decisions and remembering things', 'Frequent or recurrent thoughts of death, suicidal thoughts, suicide attempts or suicide', 'Unexplained physical problems, such as back pain or headaches']","[""Stick to your treatment plan. Don't skip psychotherapy sessions or appointments. Even if you're feeling well, don't skip your medications. If you stop, depression symptoms may come back, and you could also experience withdrawal-like symptoms. Recognize that it will take time to feel better."", 'Learn about depression. Education about your condition can empower you and motivate you to stick to your treatment plan. Encourage your family to learn about depression to help them understand and support you.', 'Pay attention to warning signs. Work with your doctor or therapist to learn what might trigger your depression symptoms. Make a plan so that you know what to do if your symptoms get worse. Contact your doctor or therapist if you notice any changes in symptoms or how you feel. Ask relatives or friends to help watch for warning signs.', 'Avoid alcohol and recreational drugs. It may seem like alcohol or drugs lessen depression symptoms, but in the long run they generally worsen symptoms and make depression harder to treat. Talk with your doctor or therapist if you need help with alcohol or substance use.', ""Take care of yourself. Eat healthy, be physically active and get plenty of sleep. Consider walking, jogging, swimming, gardening or another activity that you enjoy. Sleeping well is important for both your physical and mental well-being. If you're having trouble sleeping, talk to your doctor about what you can do.""]"
1271,Malaria,https://www.mayoclinic.org/diseases-conditions/malaria/symptoms-causes/syc-20351184,Malaria is a disease caused by a parasite. The parasite is spread to humans through the bites of infected mosquitoes. People who have malaria usually feel very sick with a high fever and shaking chills.,"['Fever', 'Chills', 'General feeling of discomfort', 'Headache', 'Nausea and vomiting', 'Diarrhea', 'Abdominal pain', 'Muscle or joint pain', 'Fatigue', 'Rapid breathing', 'Rapid heart rate', 'Cough']",[]
1272,Male breast cancer,https://www.mayoclinic.org/diseases-conditions/male-breast-cancer/symptoms-causes/syc-20374740,"Male breast cancer is a rare cancer that forms in the breast tissue of men. Though breast cancer is most commonly thought of as a disease that affects women, breast cancer does occur in men.","['A painless lump or thickening in your breast tissue', 'Changes to the skin covering your breast, such as dimpling, puckering, redness or scaling', 'Changes to your nipple, such as redness or scaling, or a nipple that begins to turn inward', 'Discharge from your nipple']",[]
1273,Male hypogonadism,https://www.mayoclinic.org/diseases-conditions/male-hypogonadism/symptoms-causes/syc-20354881,Male hypogonadism is a condition in which the body doesn't produce enough of the hormone that plays a key role in masculine growth and development during puberty (testosterone) or enough sperm or both.,"['Female genitals', 'Genitals that are neither clearly male nor clearly female (ambiguous genitals)', 'Underdeveloped male genitals']",[]
1274,Male infertility,https://www.mayoclinic.org/diseases-conditions/male-infertility/symptoms-causes/syc-20374773,"Nearly 1 in 7 couples is infertile, which means they haven't been able to conceive a child even though they've had frequent, unprotected sexual intercourse for a year or longer. In up to half of these couples, male infertility plays at least a partial role.","['Problems with sexual function — for example, difficulty with ejaculation or small volumes of fluid ejaculated, reduced sexual desire, or difficulty maintaining an erection (erectile dysfunction)', 'Pain, swelling or a lump in the testicle area', 'Recurrent respiratory infections', 'Inability to smell', 'Abnormal breast growth (gynecomastia)', 'Decreased facial or body hair or other signs of a chromosomal or hormonal abnormality', 'A lower than normal sperm count (fewer than 15 million sperm per milliliter of semen or a total sperm count of less than 39 million per ejaculate)']","['Increase frequency of sex. Having sexual intercourse every day or every other day beginning at least five days before ovulation increases your chances of getting your partner pregnant.', 'Have sex when fertilization is possible. A woman is likely to become pregnant during ovulation — which occurs in the middle of the menstrual cycle, between periods. This will ensure that sperm, which can live several days, are present when conception is possible.', 'Avoid the use of lubricants. Products such as Astroglide or K-Y jelly, lotions, and saliva might impair sperm movement and function. Ask your doctor about sperm-safe lubricants.', 'Live a healthy lifestyle. Eat a variety of healthy foods, maintain a healthy weight, get enough sleep, and exercise regularly.', ""Avoid things that damage your overall health. Stop or reduce your use of alcohol, quit smoking, and don't use illicit drugs.""]"
1275,"Malignant fibrous histiocytoma, also known as
Undifferentiated pleomorphic sarcoma",https://www.mayoclinic.org/diseases-conditions/undifferentiated-pleomorphic-sarcoma/symptoms-causes/syc-20389554,"Undifferentiated pleomorphic sarcoma (UPS) is a rare type of cancer that begins mostly in the soft tissues of the body. Soft tissues connect, support and surround other body structures.","['Growing lump or area of swelling', 'If it grows very large, there may be pain, tingling and numbness', 'If it occurs in an arm or leg, there may be swelling in the hand or foot of an affected limb', 'If it occurs in the abdomen, there may be pain, loss of appetite and constipation', 'Fever', 'Weight loss']",[]
1276,Malignant hyperthermia,https://www.mayoclinic.org/diseases-conditions/malignant-hyperthermia/symptoms-causes/syc-20353750,"Malignant hyperthermia is a severe reaction to certain drugs used for anesthesia. This severe reaction typically includes a dangerously high body temperature, rigid muscles or spasms, a rapid heart rate, and other symptoms. Without prompt treatment, the complications caused by malignant hyperthermia can be fatal.","['Severe muscle rigidity or spasms', 'Rapid, shallow breathing and problems with low oxygen and high carbon dioxide', 'Rapid heart rate', 'Irregular heart rhythm', 'Dangerously high body temperature', 'Excessive sweating', 'Patchy, irregular skin color (mottled skin)']",[]
1277,"Malignant mesothelioma, also known as
Mesothelioma",https://www.mayoclinic.org/diseases-conditions/mesothelioma/symptoms-causes/syc-20375022,Malignant mesothelioma (me-zoe-thee-lee-O-muh) is a type of cancer that occurs in the thin layer of tissue that covers the majority of your internal organs (mesothelium).,"['Chest pain', 'Painful coughing', 'Shortness of breath', 'Unusual lumps of tissue under the skin on your chest', 'Unexplained weight loss']",[]
1278,Malignant peripheral nerve sheath tumors,https://www.mayoclinic.org/diseases-conditions/malignant-peripheral-nerve-sheath-tumors/symptoms-causes/syc-20362603,Malignant peripheral nerve sheath tumors are a rare type of cancer that occurs in the lining of the nerves that extend from the spinal cord into the body. Malignant peripheral nerve sheath tumors used to be called neurofibrosarcomas.,"['Pain in the affected area', 'Weakness when trying to move the affected body part', 'A growing lump of tissue under the skin']",[]
1279,"Mallet toe and hammertoe, also known as
Hammertoe and mallet toe",https://www.mayoclinic.org/diseases-conditions/hammertoe-and-mallet-toe/symptoms-causes/syc-20350839,"Hammertoe and mallet toe are foot deformities that occur due to an imbalance in the muscles, tendons or ligaments that normally hold the toe straight. The type of shoes you wear, foot structure, trauma and certain disease processes can contribute to the development of these deformities.","[""Certain shoes. High-heeled shoes or footwear that's too tight in the toe box can crowd your toes into a space in which they can't lie flat. This curled toe position might eventually persist even when you're barefoot."", 'Trauma. An injury in which you stub, jam or break a toe can make it more likely for that digit to develop hammertoe or mallet toe.', 'Abnormal balance of the toe muscles. The imbalance leads to instability, which can cause the toe to contract.']","['Your symptoms, including any that seem unrelated to the reason for your appointment', 'Key personal information, including major stresses, recent life changes and family medical history', 'All medications, vitamins or other supplements you take, including the doses', 'Questions to ask your doctor']"
1280,"MALS, also known as
Median arcuate ligament syndrome (MALS)",https://www.mayoclinic.org/diseases-conditions/median-arcuate-ligament-syndrome-mals/symptoms-causes/syc-20505001,"Median arcuate ligament syndrome (MALS) occurs when the arc-shaped band of tissue in the chest area (median arcuate ligament) presses on, or traps, the artery that supplies blood to the organs in your upper abdomen (celiac artery).","['Pain in the upper middle stomach area, which may go away when leaning forward', 'Stomach pain after eating, exercising or shifting body position', 'Fear of eating food due to pain, leading to significant weight loss — usually greater than 20 pounds (9.1 kilograms)', 'Bloating', 'Nausea and vomiting', 'Diarrhea']","[""Be aware of any pre-appointment restrictions. When you make the appointment, be sure to ask if there's anything you need to do in advance, such as not drinking or eating anything for a few hours. You may need to do this if your doctor orders blood or imaging tests."", 'Write down all your symptoms, including any that may seem unrelated to median arcuate ligament syndrome.', 'Write down key personal information, including any family history of heart disease, stroke, high blood pressure, blood clots, and any major stresses or recent life changes.', ""Make a list of all medications, vitamins or supplements that you're taking."", 'Bring a family member or friend with you, if possible. Sometimes it can be difficult to understand and remember all the information received during an appointment. The person who goes with you may remember something that you missed or forgot.', 'Write down questions to ask your doctor.']"
1281,Mammary duct ectasia,https://www.mayoclinic.org/diseases-conditions/mammary-duct-ectasia/symptoms-causes/syc-20374801,"Mammary duct ectasia (ek-TAY-zhuh) occurs when one or more milk ducts beneath your nipple widens. The duct walls may thicken, and the duct may fill with fluid. The milk duct may become blocked or clogged with a thick, sticky substance. The condition often causes no symptoms, but some women may have nipple discharge, breast tenderness or inflammation of the clogged duct (periductal mastitis).","['A dirty white, greenish or black nipple discharge from one or both nipples', 'Tenderness in the nipple or surrounding breast tissue (areola)', 'Redness of the nipple and areolar tissue', 'A breast lump or thickening near the clogged duct', ""A nipple that's turned inward (inverted)""]","['Apply warm compresses. A warm compress applied to your nipple and surrounding area may soothe painful breast tissue.', 'Use breast pads for nipple discharge. Using breast pads or nursing pads can keep fluid from leaking through your clothing. These pads are available at drugstores and many retail stores that sell baby care products.', 'Wear a support bra. Choose bras with good support to minimize breast discomfort. A well-fitting bra can also help keep a breast pad in place to absorb nipple discharge.', 'Sleep on the opposite side. Avoid sleeping on the same side of your body as your affected breast to help prevent swelling and further discomfort.', 'Stop smoking. Smoking may make it harder to treat an infection, and ongoing smoking may result in recurrent infections or an abscess.']"
1282,"Manic-depressive illness, also known as
Bipolar disorder",https://www.mayoclinic.org/diseases-conditions/bipolar-disorder/symptoms-causes/syc-20355955,"Bipolar disorder, formerly called manic depression, is a mental health condition that causes extreme mood swings that include emotional highs (mania or hypomania) and lows (depression).","[""Bipolar I disorder. You've had at least one manic episode that may be preceded or followed by hypomanic or major depressive episodes. In some cases, mania may trigger a break from reality (psychosis)."", ""Bipolar II disorder. You've had at least one major depressive episode and at least one hypomanic episode, but you've never had a manic episode."", ""Cyclothymic disorder. You've had at least two years — or one year in children and teenagers — of many periods of hypomania symptoms and periods of depressive symptoms (though less severe than major depression)."", ""Other types. These include, for example, bipolar and related disorders induced by certain drugs or alcohol or due to a medical condition, such as Cushing's disease, multiple sclerosis or stroke.""]","['Quit drinking or using recreational drugs. One of the biggest concerns with bipolar disorder is the negative consequences of risk-taking behavior and drug or alcohol abuse. Get help if you have trouble quitting on your own.', 'Form healthy relationships. Surround yourself with people who are a positive influence. Friends and family members can provide support and help you watch for warning signs of mood shifts.', 'Create a healthy routine. Having a regular routine for sleeping, eating and physical activity can help balance your moods. Check with your doctor before starting any exercise program. Eat a healthy diet. If you take lithium, talk with your doctor about appropriate fluid and salt intake. If you have trouble sleeping, talk to your doctor or mental health professional about what you can do.', ""Check first before taking other medications. Call the doctor who's treating you for bipolar disorder before you take medications prescribed by another doctor or any over-the-counter supplements or medications. Sometimes other medications trigger episodes of depression or mania or may interfere with medications you're taking for bipolar disorder."", 'Consider keeping a mood chart. Keeping a record of your daily moods, treatments, sleep, activities and feelings may help identify triggers, effective treatment options and when treatment needs to be adjusted.']"
