,disease,link,overview,symptoms,remedies
112,"Neuroma, Morton's, also known as
Morton's neuroma",https://www.mayoclinic.org/diseases-conditions/mortons-neuroma/symptoms-causes/syc-20351935,"Morton's neuroma is a painful condition that affects the ball of your foot, most commonly the area between your third and fourth toes. Morton's neuroma may feel as if you are standing on a pebble in your shoe or on a fold in your sock.","[""A feeling as if you're standing on a pebble in your shoe"", 'A burning pain in the ball of your foot that may radiate into your toes', 'Tingling or numbness in your toes']","['Take anti-inflammatory medications. Over-the-counter nonsteroidal anti-inflammatory medications, such as ibuprofen (Advil, Motrin IB, others) and naproxen sodium (Aleve), can reduce swelling and relieve pain.', 'Try ice massage. Regular ice massage may help reduce pain. Freeze a water-filled paper cup or plastic foam cup and roll the ice over the painful site.', 'Change your footwear. Avoid high heels or tight shoes. Choose shoes with a broad toe box and extra depth.', 'Take a break. For a few weeks, reduce activities such as jogging, aerobic exercise or dancing that subject your feet to high impact.']"
113,"Neuroma, plantar, also known as
Morton's neuroma",https://www.mayoclinic.org/diseases-conditions/mortons-neuroma/symptoms-causes/syc-20351935,"Morton's neuroma is a painful condition that affects the ball of your foot, most commonly the area between your third and fourth toes. Morton's neuroma may feel as if you are standing on a pebble in your shoe or on a fold in your sock.","[""A feeling as if you're standing on a pebble in your shoe"", 'A burning pain in the ball of your foot that may radiate into your toes', 'Tingling or numbness in your toes']","['Take anti-inflammatory medications. Over-the-counter nonsteroidal anti-inflammatory medications, such as ibuprofen (Advil, Motrin IB, others) and naproxen sodium (Aleve), can reduce swelling and relieve pain.', 'Try ice massage. Regular ice massage may help reduce pain. Freeze a water-filled paper cup or plastic foam cup and roll the ice over the painful site.', 'Change your footwear. Avoid high heels or tight shoes. Choose shoes with a broad toe box and extra depth.', 'Take a break. For a few weeks, reduce activities such as jogging, aerobic exercise or dancing that subject your feet to high impact.']"
114,Neuromyelitis optica,https://www.mayoclinic.org/diseases-conditions/neuromyelitis-optica/symptoms-causes/syc-20375652,"Neuromyelitis optica (NMO) is a central nervous system disorder that primarily affects the eye nerves (optic neuritis) and the spinal cord (myelitis). NMO is also known as neuromyelitis optica spectrum disorder or Devic's disease. It occurs when your body's immune system reacts against its own cells in the central nervous system, mainly in the optic nerves and spinal cord, but sometimes in the brain.",[],[]
115,"Neuromyelitis optica spectrum disorder, also known as
Neuromyelitis optica",https://www.mayoclinic.org/diseases-conditions/neuromyelitis-optica/symptoms-causes/syc-20375652,"Neuromyelitis optica (NMO) is a central nervous system disorder that primarily affects the eye nerves (optic neuritis) and the spinal cord (myelitis). NMO is also known as neuromyelitis optica spectrum disorder or Devic's disease. It occurs when your body's immune system reacts against its own cells in the central nervous system, mainly in the optic nerves and spinal cord, but sometimes in the brain.",[],[]
116,"Neuropathy, autonomic, also known as
Autonomic neuropathy",https://www.mayoclinic.org/diseases-conditions/autonomic-neuropathy/symptoms-causes/syc-20369829,"Autonomic neuropathy occurs when there is damage to the nerves that control automatic body functions. It can affect blood pressure, temperature control, digestion, bladder function and even sexual function.","['Dizziness and fainting when standing, caused by a sudden drop in blood pressure.', 'Urinary problems, such as difficulty starting urination, loss of bladder control, difficulty sensing a full bladder and inability to completely empty the bladder. Not being able to completely empty the bladder can lead to urinary tract infections.', 'Sexual difficulties, including problems achieving or maintaining an erection (erectile dysfunction) or ejaculation problems. In women, problems include vaginal dryness, low libido and difficulty reaching orgasm.', 'Difficulty digesting food, such as feeling full after a few bites of food, loss of appetite, diarrhea, constipation, abdominal bloating, nausea, vomiting, difficulty swallowing and heartburn. These problems are all due to changes in digestive function.', ""Inability to recognize low blood sugar (hypoglycemia), because the warning signals, such as getting shaky, aren't there."", 'Sweating problems, such as sweating too much or too little. These problems affect the ability to regulate body temperature.', 'Sluggish pupil reaction, making it difficult to adjust from light to dark and seeing well when driving at night.', 'Exercise intolerance, which can occur if your heart rate stays the same instead of adjusting to your activity level.']","['Posture changes. Stand up slowly, in stages, to decrease dizziness. Sit with your legs dangling over the side of the bed for a few minutes before getting up. Flex your feet and make fists with your hands for a few seconds before standing up, to increase blood flow.\nOnce standing, try tensing your leg muscles while crossing one leg over the other a few times to increase blood pressure.', 'Elevate the bed. If you have low blood pressure, it might help to raise the head of your bed by about 4 inches (10 centimeters). You can do this by placing blocks or risers under the legs at the head of the bed.', 'Digestion. Eat small, frequent meals to combat digestive problems. Increase fluids and opt for low-fat, high-fiber foods, which can improve digestion.', 'Diabetes management. Tight blood sugar control can help lessen symptoms and help prevent or delay the onset of new problems.']"
117,"Neuropathy, diabetic, also known as
Diabetic neuropathy",https://www.mayoclinic.org/diseases-conditions/diabetic-neuropathy/symptoms-causes/syc-20371580,Diabetic neuropathy is a type of nerve damage that can occur if you have diabetes. High blood sugar (glucose) can injure nerves throughout the body. Diabetic neuropathy most often damages nerves in the legs and feet.,"['Numbness or reduced ability to feel pain or temperature changes', 'Tingling or burning feeling', 'Sharp pains or cramps', 'Muscle weakness', ""Extreme sensitivity to touch — for some people, even a bedsheet's weight can be painful"", 'Serious foot problems, such as ulcers, infections, and bone and joint damage']","['Keep your blood pressure under control. If you have high blood pressure and diabetes, you have an even greater risk of complications. Try to keep your blood pressure in the range your health care provider recommends, and be sure to have it checked at every office visit.', 'Make healthy food choices. Eat a balanced diet that includes a variety of healthy foods — especially vegetables, fruits and whole grains. Limit portion sizes to help achieve or maintain a healthy weight.', ""Be active every day. Exercise helps lower blood sugar, improves blood flow and keeps your heart healthy. Aim for 150 minutes of moderate or 75 minutes of vigorous aerobic activity a week, or a combination of moderate and vigorous exercise. It's also a good idea to take a break from sitting every 30 minutes to get a few quick bursts of activity.\nTalk with your health care provider or physical therapist before you start exercising. If you have decreased feeling in your legs, some types of exercise, such as walking, may be safer than others. If you have a foot injury or sore, stick with exercise that doesn't require putting weight on your injured foot."", 'Stop smoking. Using tobacco in any form makes you more likely to develop poor circulation in your feet, which can cause problems with healing. If you use tobacco, talk to your health care provider about finding ways to quit.']"
118,"Neuropathy, hereditary motor and sensory, also known as
Charcot-Marie-Tooth disease",https://www.mayoclinic.org/diseases-conditions/charcot-marie-tooth-disease/symptoms-causes/syc-20350517,Charcot (shahr-KOH)-Marie-Tooth disease is a group of inherited disorders that cause nerve damage. This damage is mostly in the arms and legs (peripheral nerves). Charcot-Marie-Tooth disease is also called hereditary motor and sensory neuropathy.,"['Weakness in your legs, ankles and feet', 'Loss of muscle bulk in your legs and feet', 'High foot arches', 'Curled toes (hammertoes)', 'Decreased ability to run', 'Difficulty lifting your foot at the ankle (footdrop)', 'Awkward or higher than normal step (gait)', 'Frequent tripping or falling', 'Decreased sensation or a loss of feeling in your legs and feet']","[""Stretch regularly. Stretching can help improve or maintain the range of motion of your joints and reduce the risk of injury. It's also helpful in improving your flexibility, balance and coordination. If you have Charcot-Marie-Tooth disease, regular stretching can prevent or reduce joint deformities that may result from uneven pulling of muscle on your bones."", 'Exercise daily. Regular exercise keeps your bones and muscles strong. Low-impact exercises, such as biking and swimming, are less stressful on fragile muscles and joints. By strengthening your muscles and bones, you can improve your balance and coordination, reducing your risk of falls.', 'Improve your stability. Muscle weakness associated with Charcot-Marie-Tooth disease may cause you to be unsteady on your feet, resulting in falls and serious injury. Walking with a cane or a walker can increase your stability. Good lighting at night can help you avoid stumbling and falling.']"
119,"Neuropathy, peripheral, also known as
Peripheral neuropathy",https://www.mayoclinic.org/diseases-conditions/peripheral-neuropathy/symptoms-causes/syc-20352061,"Peripheral neuropathy, a result of damage to the nerves located outside of the brain and spinal cord (peripheral nerves), often causes weakness, numbness and pain, usually in the hands and feet. It can also affect other areas and body functions including digestion, urination and circulation.","['Sensory nerves that receive sensation, such as temperature, pain, vibration or touch, from the skin', 'Motor nerves that control muscle movement', 'Autonomic nerves that control functions such as blood pressure, perspiration, heart rate, digestion and bladder function']","['Take care of your feet, especially if you have diabetes. Check daily for blisters, cuts or calluses. Wear soft, loose cotton socks and padded shoes. You can use a semicircular hoop, which is available in medical supply stores, to keep bedcovers off hot or sensitive feet.', 'Exercise. Regular exercise, such as walking three times a week, can reduce neuropathy pain, improve muscle strength and help control blood sugar levels. Gentle routines such as yoga and tai chi might also help.', 'Quit smoking. Cigarette smoking can affect circulation, increasing the risk of foot problems and other neuropathy complications.', 'Eat healthy meals. Good nutrition is especially important to ensure that you get essential vitamins and minerals. Include fruits, vegetables, whole grains and lean protein in your diet.', 'Avoid excessive alcohol. Alcohol can worsen peripheral neuropathy.', 'Monitor your blood glucose levels. If you have diabetes, this will help keep your blood glucose under control and might help improve your neuropathy.']"
120,"Nevus, also known as
Moles",https://www.mayoclinic.org/diseases-conditions/moles/symptoms-causes/syc-20375200,"Moles (nevi) are a common type of skin growth. They often appear as small, dark brown spots and are caused by clusters of pigment-forming cells (melanocytes). Most people have 10 to 40 moles that appear during childhood and adolescence and may change in appearance or fade over time.","['Color and texture. Moles can be brown, tan, black, blue, red or pink. They can be smooth, wrinkled, flat or raised. They may have hair growing from them.', 'Shape. Most moles are oval or round.', 'Size. Moles are usually less than 1/4 inch (about 6 millimeters) in diameter — the size of a pencil eraser. Those present at birth (congenital nevi) can be bigger than usual, covering part of the face, torso or a limb.']",[]
121,Nickel allergy,https://www.mayoclinic.org/diseases-conditions/nickel-allergy/symptoms-causes/syc-20351529,Nickel allergy is a common cause of allergic contact dermatitis — an itchy rash that appears where your skin touches a usually harmless substance.,"['Rash or bumps on the skin', 'Itching, which may be severe', 'Redness or changes in skin color', 'Dry patches of skin that may resemble a burn', 'Blisters and draining fluid in severe cases']","['Use soothing lotions, such as calamine lotion, which may ease itching.', ""Moisturize regularly. Your skin has a natural barrier that's disrupted when it reacts to nickel and other allergens. Using emollient creams or lotions, such as petroleum jelly or mineral oil, could reduce your need for topical corticosteroids."", ""Apply wet compresses, which can help dry blisters and relieve itching. Soak a clean cloth in tap water or Burow's solution, an over-the-counter medication containing aluminum acetate.""]"
122,"Nicotine addiction, also known as
Nicotine dependence",https://www.mayoclinic.org/diseases-conditions/nicotine-dependence/symptoms-causes/syc-20351584,"Nicotine dependence occurs when you need nicotine and can't stop using it. Nicotine is the chemical in tobacco that makes it hard to quit. Nicotine produces pleasing effects in your brain, but these effects are temporary. So you reach for another cigarette.","[""You can't stop smoking. You've made one or more serious, but unsuccessful, attempts to stop."", 'You have withdrawal symptoms when you try to stop. Your attempts at stopping have caused physical and mood-related symptoms, such as strong cravings, anxiety, irritability, restlessness, difficulty concentrating, depressed mood, frustration, anger, increased hunger, insomnia, constipation or diarrhea.', ""You keep smoking despite health problems. Even though you've developed health problems with your lungs or your heart, you haven't been able to stop."", ""You give up social activities. You may stop going to smoke-free restaurants or stop socializing with family or friends because you can't smoke in these situations.""]",[]
123,Nicotine dependence,https://www.mayoclinic.org/diseases-conditions/nicotine-dependence/symptoms-causes/syc-20351584,"Nicotine dependence occurs when you need nicotine and can't stop using it. Nicotine is the chemical in tobacco that makes it hard to quit. Nicotine produces pleasing effects in your brain, but these effects are temporary. So you reach for another cigarette.","[""You can't stop smoking. You've made one or more serious, but unsuccessful, attempts to stop."", 'You have withdrawal symptoms when you try to stop. Your attempts at stopping have caused physical and mood-related symptoms, such as strong cravings, anxiety, irritability, restlessness, difficulty concentrating, depressed mood, frustration, anger, increased hunger, insomnia, constipation or diarrhea.', ""You keep smoking despite health problems. Even though you've developed health problems with your lungs or your heart, you haven't been able to stop."", ""You give up social activities. You may stop going to smoke-free restaurants or stop socializing with family or friends because you can't smoke in these situations.""]",[]
124,Niemann-Pick,https://www.mayoclinic.org/diseases-conditions/niemann-pick/symptoms-causes/syc-20355887,"Niemann-Pick is a rare, inherited disease that affects the body's ability to metabolize fat (cholesterol and lipids) within cells. These cells malfunction and, over time, die. Niemann-Pick disease can affect the brain, nerves, liver, spleen, bone marrow and, in severe cases, lungs.","['Clumsiness and difficulty walking', 'Excessive muscle contractions (dystonia) or eye movements', 'Sleep disturbances', 'Difficulty swallowing and eating', 'Recurrent pneumonia']",[]
125,Nightmare disorder,https://www.mayoclinic.org/diseases-conditions/nightmare-disorder/symptoms-causes/syc-20353515,"A nightmare is a disturbing dream associated with negative feelings, such as anxiety or fear that awakens you. Nightmares are common in children but can happen at any age. Occasional nightmares usually are nothing to worry about.","['Your dream seems vivid and real and is very upsetting, often becoming more disturbing as the dream unfolds.', 'Your dream storyline is usually related to threats to safety or survival, but it can have other disturbing themes.', 'Your dream awakens you.', 'You feel scared, anxious, angry, sad or disgusted as a result of your dream.', 'You feel sweaty or have a pounding heartbeat while in bed.', 'You can think clearly upon awakening and can recall details of your dream.', 'Your dream causes distress that keeps you from falling back to sleep easily.']","['Establish a regular, relaxing routine before bedtime. A consistent bedtime routine is important. Do quiet, calming activities — such as reading books, doing puzzles or soaking in a warm bath — before bed. Meditation, deep breathing or relaxation exercises may help, too. Also, make the bedroom comfortable and quiet for sleep.', 'Offer reassurances. If your child is struggling with nightmares, be patient, calm and reassuring. After your child awakens from a nightmare, respond quickly and soothe your child at the bedside. This may prevent future nightmares.', ""Talk about the dream. Ask your child to describe the nightmare. What happened? Who was in the dream? What made it scary? Then remind your child that nightmares aren't real and can't hurt you."", 'Rewrite the ending. Imagine a happy ending for the nightmare. Encourage your child to draw a picture of the nightmare, ""talk"" to the characters in the nightmare or write about the nightmare in a journal. Sometimes a little creativity can help.', 'Put stress in its place. If stress or anxiety is an issue, talk about it. Practice some simple stress-relief activities, such as deep breathing or relaxation. A mental health professional can help, if needed.', ""Provide comfort measures. Your child might feel more secure if he or she sleeps with a favorite stuffed animal, blanket or other comfort object. Leave your child's door open at night so that he or she won't feel alone. Leave your door open, too, in case your child needs comfort during the night."", ""Use a night light. Keep a night light on in your child's room. If your child wakes up during the night, the light may be reassuring.""]"
126,"Nighttime incontinence, also known as
Bed-wetting",https://www.mayoclinic.org/diseases-conditions/bed-wetting/symptoms-causes/syc-20366685,Bed-wetting — also called nighttime incontinence or nocturnal enuresis — is involuntary urination while asleep after the age at which staying dry at night can be reasonably expected.,"['Your child still wets the bed after age 7', 'Your child starts to wet the bed after a few months of being dry at night', 'Bed-wetting is accompanied by painful urination, unusual thirst, pink or red urine, hard stools, or snoring']","[""Limit fluids in the evening. It's important to get enough fluids, so there's no need to limit how much your child drinks in a day. However, encourage drinking liquids in the morning and early afternoon, which may reduce thirst in the evening. But don't limit evening fluids if your child participates in sports practice or games in the evenings."", ""Avoid beverages and foods with caffeine. Beverages with caffeine are discouraged for children at any time of day. Because caffeine may stimulate the bladder, it's especially discouraged in the evening."", ""Encourage double voiding before bed. Double voiding is urinating at the beginning of the bedtime routine and then again just before falling asleep. Remind your child that it's OK to use the toilet during the night if needed. Use small night lights, so your child can easily find the way between the bedroom and bathroom."", 'Encourage regular toilet use throughout the day. During the day and evening, suggest that your child urinate every two hours or so, or at least often enough to avoid a feeling of urgency.', 'Prevent rashes. To prevent a rash caused by wet underwear, help your child rinse his or her bottom and genital area every morning. It also may help to cover the affected area with a protective moisture barrier ointment or cream at bedtime. Ask your pediatrician for product recommendations.']"
127,"NMO, also known as
Neuromyelitis optica",https://www.mayoclinic.org/diseases-conditions/neuromyelitis-optica/symptoms-causes/syc-20375652,"Neuromyelitis optica (NMO) is a central nervous system disorder that primarily affects the eye nerves (optic neuritis) and the spinal cord (myelitis). NMO is also known as neuromyelitis optica spectrum disorder or Devic's disease. It occurs when your body's immune system reacts against its own cells in the central nervous system, mainly in the optic nerves and spinal cord, but sometimes in the brain.",[],[]
128,"NMOSD, also known as
Neuromyelitis optica",https://www.mayoclinic.org/diseases-conditions/neuromyelitis-optica/symptoms-causes/syc-20375652,"Neuromyelitis optica (NMO) is a central nervous system disorder that primarily affects the eye nerves (optic neuritis) and the spinal cord (myelitis). NMO is also known as neuromyelitis optica spectrum disorder or Devic's disease. It occurs when your body's immune system reacts against its own cells in the central nervous system, mainly in the optic nerves and spinal cord, but sometimes in the brain.",[],[]
129,"Noctural enuresis, also known as
Bed-wetting",https://www.mayoclinic.org/diseases-conditions/bed-wetting/symptoms-causes/syc-20366685,Bed-wetting — also called nighttime incontinence or nocturnal enuresis — is involuntary urination while asleep after the age at which staying dry at night can be reasonably expected.,"['Your child still wets the bed after age 7', 'Your child starts to wet the bed after a few months of being dry at night', 'Bed-wetting is accompanied by painful urination, unusual thirst, pink or red urine, hard stools, or snoring']","[""Limit fluids in the evening. It's important to get enough fluids, so there's no need to limit how much your child drinks in a day. However, encourage drinking liquids in the morning and early afternoon, which may reduce thirst in the evening. But don't limit evening fluids if your child participates in sports practice or games in the evenings."", ""Avoid beverages and foods with caffeine. Beverages with caffeine are discouraged for children at any time of day. Because caffeine may stimulate the bladder, it's especially discouraged in the evening."", ""Encourage double voiding before bed. Double voiding is urinating at the beginning of the bedtime routine and then again just before falling asleep. Remind your child that it's OK to use the toilet during the night if needed. Use small night lights, so your child can easily find the way between the bedroom and bathroom."", 'Encourage regular toilet use throughout the day. During the day and evening, suggest that your child urinate every two hours or so, or at least often enough to avoid a feeling of urgency.', 'Prevent rashes. To prevent a rash caused by wet underwear, help your child rinse his or her bottom and genital area every morning. It also may help to cover the affected area with a protective moisture barrier ointment or cream at bedtime. Ask your pediatrician for product recommendations.']"
130,"Noise-related hearing loss, also known as
Hearing loss",https://www.mayoclinic.org/diseases-conditions/hearing-loss/symptoms-causes/syc-20373072,Hearing loss that occurs gradually as you age (presbycusis) is common. Almost half the people in the United States older than age 65 have some degree of hearing loss.,"['Muffling of speech and other sounds', 'Difficulty understanding words, especially against background noise or in a crowd', 'Trouble hearing consonants', 'Frequently asking others to speak more slowly, clearly and loudly', 'Needing to turn up the volume of the television or radio', 'Withdrawal from conversations', 'Avoidance of some social settings']",[]
131,Nonalcoholic fatty liver disease,https://www.mayoclinic.org/diseases-conditions/nonalcoholic-fatty-liver-disease/symptoms-causes/syc-20354567,"Nonalcoholic fatty liver disease (NAFLD) is an umbrella term for a range of liver conditions affecting people who drink little to no alcohol. As the name implies, the main characteristic of NAFLD is too much fat stored in liver cells.","['Fatigue', 'Pain or discomfort in the upper right abdomen']","[""Lose weight. If you're overweight or obese, reduce the number of calories you eat each day and increase your physical activity in order to lose weight. Calorie reduction is the key to losing weight and managing this disease. If you have tried to lose weight in the past and have been unsuccessful, ask your doctor for help."", ""Choose a healthy diet. Eat a healthy diet that's rich in fruits, vegetables and whole grains, and keep track of all calories you take in."", ""Exercise and be more active. Aim for at least 30 minutes of exercise most days of the week. If you're trying to lose weight, you might find that more exercise is helpful. But if you don't already exercise regularly, get your doctor's OK first and start slowly."", ""Control your diabetes. Follow your doctor's instructions to stay in control of your diabetes. Take your medications as directed and closely monitor your blood sugar."", 'Lower your cholesterol. A healthy plant-based diet, exercise and medications can help keep your cholesterol and your triglycerides at healthy levels.', ""Protect your liver. Avoid things that will put extra stress on your liver. For instance, don't drink alcohol. Follow the instructions on all medications and over-the-counter drugs. Check with your doctor before using any herbal remedies, as not all herbal products are safe.""]"
132,Nonallergic rhinitis,https://www.mayoclinic.org/diseases-conditions/nonallergic-rhinitis/symptoms-causes/syc-20351229,"Nonallergic rhinitis involves chronic sneezing or a congested, drippy nose with no apparent cause. Nonallergic rhinitis symptoms are similar to those of hay fever (allergic rhinitis), but with none of the usual evidence of an allergic reaction.","['Stuffy or runny nose', 'Sneezing', 'Mucus in the throat', 'Cough']","[""Rinse your nasal passages. Use a specially designed squeeze bottle — such as the one included in saline kits — a bulb syringe or a neti pot to irrigate your nasal passages. This home remedy, called nasal lavage, can help keep your nose free of irritants. When used daily, this is one of the most effective treatments for nonallergic rhinitis.\nTo prevent infection, use water that's distilled, sterile, previously boiled and cooled, or filtered using a filter with an absolute pore size of 1 micron or smaller to make up the irrigation solution. Also be sure to rinse the irrigation device after each use with similarly distilled, sterile, previously boiled and cooled, or filtered water and leave open to air-dry."", 'Blow your nose. Regularly and gently blow your nose if mucus or irritants are present.', ""Humidify. If the air in your home or office is dry, set up a humidifier in your work or sleep location. Be sure to regularly clean the humidifier according to the manufacturer's instructions. You can also breathe in the steam from a warm shower to help loosen the mucus in your nose and clear your head of stuffiness."", 'Drink liquids. Drinking plenty of liquids, including water, juice and caffeine-free tea, can help loosen the mucus in your nose. Avoid caffeinated beverages.']"
133,Non-Hodgkin's lymphoma,https://www.mayoclinic.org/diseases-conditions/non-hodgkins-lymphoma/symptoms-causes/syc-20375680,"Non-Hodgkin's lymphoma is a type of cancer that begins in your lymphatic system, which is part of the body's germ-fighting immune system. In non-Hodgkin's lymphoma, white blood cells called lymphocytes grow abnormally and can form growths (tumors) throughout the body.","['Swollen lymph nodes in your neck, armpits or groin', 'Abdominal pain or swelling', 'Chest pain, coughing or trouble breathing', 'Persistent fatigue', 'Fever', 'Night sweats', 'Unexplained weight loss']",[]
134,"Nonischemic priapism, also known as
Priapism",https://www.mayoclinic.org/diseases-conditions/priapism/symptoms-causes/syc-20352005,Priapism is a prolonged erection of the penis. The full or partial erection continues hours beyond or isn't caused by sexual stimulation. The main types of priapism are ischemic and nonischemic. Ischemic priapism is a medical emergency.,"['Erection lasting more than four hours or unrelated to sexual interest or stimulation', 'Rigid penile shaft, but the tip of penis (glans) is soft', 'Progressively worsening penile pain']",[]
135,Nonmelanoma skin cancer,https://www.mayoclinic.org/diseases-conditions/nonmelanoma-skin-cancer/symptoms-causes/syc-20355397,Nonmelanoma skin cancer refers to all the types of cancer that occur in the skin that are not melanoma.,[],[]
136,"Nontropical sprue, also known as
Celiac disease",https://www.mayoclinic.org/diseases-conditions/celiac-disease/symptoms-causes/syc-20352220,"Celiac disease, sometimes called celiac sprue or gluten-sensitive enteropathy, is an immune reaction to eating gluten, a protein found in wheat, barley and rye.","['Diarrhea', 'Fatigue', 'Weight loss', 'Bloating and gas', 'Abdominal pain', 'Nausea and vomiting', 'Constipation']","['Beers, lagers, ales and malt vinegars', 'Candies', 'Gravies', 'Imitation meats or seafood', 'Processed luncheon meats', 'Rice mixes', 'Salad dressings and sauces, including soy sauce', 'Seasoned snack foods, such as tortilla and potato chips', 'Seitan', 'Self-basting poultry', 'Soups']"
137,"Nonulcer dyspepsia, also known as
Functional dyspepsia",https://www.mayoclinic.org/diseases-conditions/functional-dyspepsia/symptoms-causes/syc-20375709,Functional dyspepsia (dis-PEP-see-uh) is a term for recurring signs and symptoms of indigestion that have no obvious cause. Functional dyspepsia is also called nonulcer stomach pain or nonulcer dyspepsia.,"['Pain or burning in the stomach, bloating, excessive belching, or nausea after meals', 'An early feeling of fullness (satiety) when eating', 'Pain in the stomach that may sometimes occur unrelated to meals or may be relieved with meals']","['Eat smaller, more frequent meals. Having an empty stomach can sometimes produce functional dyspepsia. Nothing but acid in your stomach may make you feel sick. Try eating a small snack, such as a cracker or a piece of fruit.\nAvoid skipping meals. Avoid large meals and overeating. Eat smaller meals more frequently.', 'Avoid trigger foods. Some foods may trigger functional dyspepsia, such as fatty and spicy foods, carbonated beverages, caffeine, and alcohol.', 'Chew your food slowly and thoroughly. Allow time for leisurely meals.']"
138,Noonan syndrome,https://www.mayoclinic.org/diseases-conditions/noonan-syndrome/symptoms-causes/syc-20354422,"Noonan syndrome is a genetic disorder that prevents normal development in various parts of the body. A person can be affected by Noonan syndrome in a wide variety of ways. These include unusual facial characteristics, short stature, heart defects, other physical problems and possible developmental delays.","['Eyes are wide-set and down-slanting with droopy lids. Irises are pale blue or green.', 'Ears are low-set and rotated backward.', 'Nose is depressed at the top, with a wide base and bulbous tip.', 'Mouth has a deep groove between the nose and the mouth and wide peaks in the upper lip. The crease that runs from the edge of the nose to the corner of the mouth becomes deeply grooved with age. Teeth may be crooked, the inside roof of the mouth (palate) may be highly arched and the lower jaw may be small.', 'Facial features may appear coarse, but appear sharper with age. The face may appear droopy and expressionless.', 'Head may appear large with a prominent forehead and a low hairline on the back of the head.', 'Skin may appear thin and transparent with age.']",[]
139,Norovirus infection,https://www.mayoclinic.org/diseases-conditions/norovirus/symptoms-causes/syc-20355296,Norovirus infection can cause severe vomiting and diarrhea that start suddenly. Noroviruses are highly contagious. They commonly spread through food or water that is contaminated during preparation or through contaminated surfaces. Noroviruses can also spread through close contact with a person who has norovirus infection.,"['Nausea', 'Vomiting', 'Stomach pain or cramps', 'Watery or loose diarrhea', 'Feeling ill', 'Low-grade fever', 'Muscle pain']","['Write down your symptoms, including when the illness began and the frequency of the vomiting and diarrhea.', 'Make a list of all your medications, vitamins or supplements, and their doses.', 'Make a list of your key medical information, including other health conditions.', 'Make a list of key personal information, including any recent changes or stressors in your life.', 'Write down questions to ask your health care provider.']"
140,"Nose fracture, also known as
Broken nose",https://www.mayoclinic.org/diseases-conditions/broken-nose/symptoms-causes/syc-20370439,"A broken nose, also called a nasal fracture, is a break or crack in a bone in your nose — often the bone over the bridge of your nose.","['Pain or tenderness, especially when touching your nose', 'Swelling of your nose and surrounding areas', 'Bleeding from your nose', 'Bruising around your nose or eyes', 'Crooked or misshapen nose', 'Difficulty breathing through your nose', 'Discharge of mucus from your nose', 'Feeling that one or both of your nasal passages are blocked']","['Act quickly. When the break first occurs, breathe through your mouth and lean forward to reduce the amount of blood that drains into your throat.', 'Use ice. Apply ice packs or cold compresses immediately after the injury, and then at least four times a day for the first 24 to 48 hours to reduce swelling. Keep the ice or cold compress on for 10 to 15 minutes at a time. Wrap the ice in a washcloth to prevent frostbite. Try not to apply too much pressure, which can cause additional pain or damage to your nose.', 'Relieve pain. Take over-the-counter pain relievers, such as acetaminophen (Tylenol, others), ibuprofen (Advil, Motrin IB, others) or naproxen sodium (Aleve, others), as necessary.', 'Keep your head up. Elevate your head — especially when sleeping — so as not to worsen swelling and throbbing.', ""Limit your activities. For the first two weeks after treatment, don't play any sports. Avoid contact sports for at least six weeks after your injury.""]"
141,"Nymphomania, also known as
Compulsive sexual behavior",https://www.mayoclinic.org/diseases-conditions/compulsive-sexual-behavior/symptoms-causes/syc-20360434,"Compulsive sexual behavior is sometimes called hypersexuality, hypersexuality disorder or sexual addiction. It's an excessive preoccupation with sexual fantasies, urges or behaviors that is difficult to control, causes you distress, or negatively affects your health, job, relationships or other parts of your life.","[""You have recurrent and intense sexual fantasies, urges and behaviors that take up a lot of your time and feel as if they're beyond your control."", 'You feel driven to do certain sexual behaviors, feel a release of the tension afterward, but also feel guilt or remorse.', ""You've tried unsuccessfully to reduce or control your sexual fantasies, urges or behavior."", 'You use compulsive sexual behavior as an escape from other problems, such as loneliness, depression, anxiety or stress.', 'You continue to engage in sexual behaviors that have serious consequences, such as the potential for getting or giving someone else a sexually transmitted infection, the loss of important relationships, trouble at work, financial strain, or legal problems.', 'You have trouble establishing and maintaining healthy and stable relationships.']",[]
142,"OAB, also known as
Overactive bladder",https://www.mayoclinic.org/diseases-conditions/overactive-bladder/symptoms-causes/syc-20355715,"Overactive bladder, also called OAB, causes a frequent and sudden urge to urinate that may be difficult to control. You may feel like you need to pass urine many times during the day and night, and may also experience unintentional loss of urine (urgency incontinence).","[""Feel a sudden urge to urinate that's difficult to control"", 'Experience unintentional loss of urine immediately after an urgent need to urinate (urgency incontinence)', 'Urinate frequently, usually eight or more times in 24 hours', 'Wake up more than two times in the night to urinate (nocturia)']","[""Maintain a healthy weight. If you're overweight, losing weight may ease your symptoms. Heavier people are also at greater risk of stress urinary incontinence, which may improve with weight loss."", 'Drink adequate amounts of fluid. Ask your doctor how much fluid you need daily. Drinking too much fluid can worsen your symptoms, but not drinking enough can make your urine become concentrated and can irritate the lining of your bladder. This increases the urge to urinate.', 'Limit foods and drinks that might irritate your bladder. Some foods and drinks that may irritate the bladder include caffeine, alcohol, tea, carbonated drinks, citrus juice and fruit, chocolate, spicy foods, and tomatoes. If any of these worsen your symptoms, it might be wise to avoid them.']"
